Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Rnf152,-0.641162223,-0.694844509,-1.456971047,-0.278605637,1506.697958,1802.503223,1431.643004,1349.602055,1193.470312,1369.083333,0.297897897,1,1,1,0,0,0,ENSMUSG00000047496
Baiap3,0.884591219,-0.908562999,-1.773861819,-0.474107605,282.81062,153.5967659,200.6976174,180.361565,162.6727416,117.14082,0.3942371,1,1,1,0,0,0,ENSMUSG00000047507
Flrt1,1.058262699,-1.267779543,-2.158288903,-0.791322042,398.8604951,299.0619383,491.0401705,233.848098,247.2303549,204.182957,0.003090629,1,1,1,1,0,1,ENSMUSG00000047787
Sned1,-1.39962482,-1.052222759,-1.038215931,-0.022273135,725.5555217,729.1328827,750.6090889,715.2268955,801.2840492,654.0362447,0.98552848,1,1,1,0,0,0,ENSMUSG00000047793
Cd300lf,5.382836115,2.616660259,5.283459083,4.202580889,6.826463241,9.938614263,14.71782527,194.0441664,282.6640214,89.4825708,1.36E-18,1,0,1,1,1,0,ENSMUSG00000047798
Ccdc88b,2.326001613,1.423251857,2.93989429,2.404448382,21.45459876,15.35967659,21.40774585,111.9485576,132.8762494,61.82432164,1.19E-07,1,1,1,1,1,0,ENSMUSG00000047810
Tnrc6b,-0.623968498,-0.525955587,-0.575543116,-0.173998953,3540.008795,3676.383767,3587.135414,3074.853714,3212.383992,3287.26426,0.519078724,1,1,1,0,0,0,ENSMUSG00000047888
Marcksl1,2.489565308,1.130778528,2.21314189,1.339076973,67.28942338,104.807205,111.0526816,263.7010467,281.8587108,169.2034066,2.52E-05,1,1,1,1,1,0,ENSMUSG00000047945
Ldlrad3,-1.702334637,-0.656663925,-0.909385259,-0.231101863,1682.235584,1987.722853,1585.511177,1449.111884,1355.337743,1674.95103,0.491866618,1,1,1,0,0,0,ENSMUSG00000048058
Gng7,-0.678047992,-0.78760325,-1.990505602,-1.111044322,367.653806,274.6671578,563.2913127,182.8493107,186.0267491,187.0999208,0.000100373,1,1,1,1,0,1,ENSMUSG00000048240
Syngr2,0.342090294,0.401217053,0.720799048,0.637690656,195.0418069,285.5092825,230.1332679,352.0160199,371.2481876,383.1480986,0.014399224,1,1,1,1,1,0,ENSMUSG00000048277
Frmd6,-0.529630126,-0.43783579,-0.676347252,-0.253841926,866.9608317,1144.747661,948.6307381,874.4426218,703.0361557,907.8413546,0.516069733,1,1,1,0,0,0,ENSMUSG00000048285
Omd,1.410598389,-1.312069892,-1.025224035,-0.356247128,127.7523835,232.2021696,140.4883322,143.0453791,131.2656282,118.7677758,0.651662483,1,1,1,0,0,0,ENSMUSG00000048368
Msx1,-0.705511532,-0.705420191,-0.777385868,-0.050081263,221.3724508,280.0882201,242.175125,199.0196579,200.5223399,317.2563874,0.97723131,1,1,1,0,0,0,ENSMUSG00000048450
Tlcd5,0.53448003,-0.823260674,-1.112628855,0.022506292,185.2897166,245.7548254,180.6278556,199.0196579,191.6639233,231.8412062,0.992374591,1,1,1,0,0,0,ENSMUSG00000048503
Nog,-2.260861142,-1.273676277,-3.170611691,-1.067282641,134.5788468,132.816027,104.362761,49.75491447,55.56643155,71.58605664,0.003981138,1,1,1,1,0,1,ENSMUSG00000048616
A730049H05Rik,4.42354915,4.298441566,2.696155852,0.078528893,20.47938972,16.26318698,25.4216982,9.950982894,21.74338626,32.53911665,0.989366695,1,1,0,0,0,0,ENSMUSG00000048636
Arhgap30,1.13315853,1.310489541,3.304783256,2.224656463,63.38858724,90.35103875,115.066634,388.0883329,486.4076037,370.1324519,9.18E-20,1,1,1,1,1,0,ENSMUSG00000048865
Ndnf,-2.401779561,-1.115961053,-1.118620113,-0.361793907,2056.715854,3043.022985,2936.875134,2135.729704,1668.603568,2449.382006,0.269263416,1,1,1,0,0,0,ENSMUSG00000049001
Clec4a1,0.977561932,0.936643251,1.380103414,1.35544606,30.23148007,49.69307131,57.53331698,94.5343375,107.1063101,146.4260249,0.00107928,1,1,1,1,1,0,ENSMUSG00000049037
Ptgr3,-1.68492255,-0.411063568,-0.631841897,-0.016612377,554.8939406,564.6939922,426.8169329,471.4278146,491.2394673,567.8075856,0.993258543,1,1,1,0,0,0,ENSMUSG00000049090
Ccr2,1.071730979,2.716486639,3.910385033,3.283793477,40.95877945,39.75445705,22.74572997,395.5515701,435.6730358,191.9807883,1.29E-22,1,1,1,1,1,0,ENSMUSG00000049103
Hcar1,-1.827757029,-0.996988304,-1.555557126,-0.147566274,58.51254207,124.6844335,69.57517402,83.33948174,88.58416624,57.75693206,0.950298749,1,1,1,0,0,0,ENSMUSG00000049241
Scn3b,-1.437813994,-0.850621829,-1.869066905,-0.656277555,493.4557714,327.9742707,379.9874889,252.5061909,263.3365669,246.4838087,0.01172168,1,1,1,1,0,1,ENSMUSG00000049281
Fut4,2.508211477,1.438815607,2.760429548,1.373522229,30.23148007,25.29829085,13.37984116,77.12011743,55.56643155,49.6221529,0.019546918,1,1,1,1,1,0,ENSMUSG00000049307
Aff4,0.374146546,-0.441964933,-0.567526364,-0.074751741,4276.291616,4642.236371,4241.409647,4046.318419,3861.464337,4588.015448,0.916938586,1,1,1,0,0,0,ENSMUSG00000049470
Ctu2,0.933249294,0.730656492,1.090794936,0.375070058,70.21505048,33.42988434,42.8154917,62.19364309,59.59298456,68.33214497,0.80241514,1,1,1,0,0,0,ENSMUSG00000049482
Tecrl,-4.944872223,-1.313260549,-0.943856973,0.046832031,424.21593,333.395333,258.2309343,385.6005872,236.761317,430.3298177,0.979793361,1,1,1,0,0,0,ENSMUSG00000049537
Polr1a,0.765548122,0.635489323,0.497124658,0.215183236,795.7705721,868.2734824,959.334611,898.0762062,1038.045366,1103.076055,0.572415757,1,1,1,0,0,0,ENSMUSG00000049553
Gpr55,2.713916181,2.316742149,4.451173079,1.162328828,9.752090345,2.710531163,12.04185704,19.90196579,24.15931807,9.761734996,0.533716005,1,0,0,0,0,0,ENSMUSG00000049608
Tifab,1.015203363,1.271402106,2.638761734,1.653420913,25.3554349,24.39478046,28.09766643,90.80271891,81.33637082,72.39953456,0.000118416,1,1,1,1,1,0,ENSMUSG00000049625
Mmp12,1.823344885,3.346332412,4.036011867,2.648125059,7.801672276,10.84212465,0,26.1213301,67.64609058,28.47172707,0.002520619,1,0,1,1,1,0,ENSMUSG00000049723
Sertad2,-0.837863943,-0.386695522,-0.661465965,-0.245604444,1135.143316,1322.739207,1062.359388,967.7330865,848.7973747,1154.325163,0.519588175,1,1,1,0,0,0,ENSMUSG00000049800
Rasl11b,0.785759537,-0.796136122,-1.03581109,-0.066870363,201.8682701,184.3161191,177.9518874,179.1176921,206.1595142,153.7473262,0.96571605,1,1,1,0,0,0,ENSMUSG00000049907
Tdrp,-1.728933895,-0.723062164,-0.635780111,-0.237841548,1837.293821,2425.925391,2002.962221,1900.637733,1404.46169,2011.730887,0.583869304,1,1,1,0,0,0,ENSMUSG00000050052
Gpr171,5.079634563,3.050278982,3.006423585,2.016487851,41.93398848,18.07020775,26.75968232,108.216939,166.6992947,75.65344622,1.25E-05,1,1,1,1,1,0,ENSMUSG00000050075
Heatr1,1.286750937,1.018749116,0.630704481,0.193049496,645.5883808,700.2205503,655.6122167,762.4940643,887.4522836,638.5801643,0.71780656,1,1,1,0,0,0,ENSMUSG00000050244
Synpo2,-0.924432563,-0.759138037,-0.879225245,-0.248611873,2810.552437,3555.313375,2805.752691,2736.520296,2411.099943,2577.098039,0.379843751,1,1,1,0,0,0,ENSMUSG00000050315
Lgals3,1.86694148,1.904368811,4.680854292,3.721577361,5.851254207,8.131593488,4.013952347,90.80271891,101.4691359,52.06258665,8.07E-11,1,0,1,1,1,0,ENSMUSG00000050335
Fam171a1,-0.931453116,-0.280362786,-0.955344711,-0.237006444,1639.326387,1827.801514,1633.678605,1452.843503,1382.718304,1494.358932,0.33824038,1,1,1,0,0,0,ENSMUSG00000050530
Vstm4,0.827341723,-0.904391721,-1.53806392,0.062677574,399.8357041,467.1148704,388.0153936,421.6729001,389.7703315,500.2889186,0.959121137,1,1,1,0,0,0,ENSMUSG00000050666
2310061I04Rik,-0.771147691,0.431103776,1.053311791,-0.173798354,60.46296014,50.5965817,54.85734875,34.82844013,45.09739372,65.89171122,0.944022024,1,1,1,0,0,0,ENSMUSG00000050705
Plekho2,2.608672854,0.99582851,1.928736829,1.030259527,104.3473667,136.4300685,155.2061574,259.9694281,311.655203,233.468162,0.000152324,1,1,1,1,1,0,ENSMUSG00000050721
Zfp366,-2.3495979,-0.619723397,-0.695400204,-0.163411268,6856.694721,7929.207161,5986.140934,6838.812994,5418.129731,6297.946028,0.742392483,1,1,1,0,0,0,ENSMUSG00000050919
Prkca,0.648157131,-0.514862961,-1.438855918,-0.412276903,1152.697079,980.3087705,1406.221306,960.2698493,881.0097988,816.731828,0.093940673,1,1,1,0,0,0,ENSMUSG00000050965
Gimap9,2.551642132,1.11853383,0.707491145,0.339191966,107.2729938,154.5002763,132.4604275,169.1667092,182.8055067,147.2395029,0.60624052,1,1,1,0,0,0,ENSMUSG00000051124
Plcb1,-0.866441428,-0.921585988,-0.943055814,-0.386728416,3273.776729,2987.908852,4332.392567,2782.543592,2498.878799,2817.887502,0.099804141,1,1,1,0,0,0,ENSMUSG00000051177
Islr2,-1.755752209,-1.129082508,-1.85401096,-0.396288683,720.6794765,700.2205503,674.3439943,482.6226704,525.0625126,582.4501881,0.076988466,1,1,1,0,0,0,ENSMUSG00000051243
Pcmtd1,-0.792928417,-0.946828694,-0.790561956,-0.145399941,5240.773351,6327.283244,6087.827727,5507.869032,4760.190969,5695.97237,0.756884512,1,1,1,0,0,0,ENSMUSG00000051285
Rab11fip5,-1.390804207,-0.336973023,-0.850524799,-0.175759108,856.2335323,945.9753757,1059.68342,776.1766658,839.9389581,912.7222221,0.717980932,1,1,1,0,0,0,ENSMUSG00000051343
Cd14,8.18562469,1.804095764,2.327971654,1.374365133,37.05794331,58.72817519,41.47750759,101.9975747,161.867431,92.73648246,0.001019428,1,1,1,1,1,0,ENSMUSG00000051439
Spn,1.682957729,2.072139581,3.655572107,3.378754518,55.58691497,46.98254015,20.06976174,536.1092034,501.7085052,263.5668449,3.56E-25,1,1,1,1,1,0,ENSMUSG00000051457
Treml4,3.46408365,3.119556484,2.971886844,1.435970897,3.900836138,9.938614263,4.013952347,12.43872862,11.27434843,25.21781541,0.389032881,1,0,1,0,0,0,ENSMUSG00000051682
Nlgn2,0.652445899,-0.490561335,-1.143226913,-0.341747603,696.2992506,578.246648,801.4524853,588.3518636,554.8590049,493.7810952,0.268337596,1,1,1,0,0,0,ENSMUSG00000051790
Babam2,0.30319851,0.601195471,0.864191958,0.375509806,111.1738299,137.3335789,143.1643004,181.6054378,142.5399766,183.8460091,0.504689021,1,1,1,0,0,0,ENSMUSG00000052139
Cd177,4.170061912,2.653511529,5.601941909,3.993940438,0,0,1.337984116,2.487745724,4.831863613,10.57521291,0.191266943,1,0,0,0,0,0,ENSMUSG00000052212
Tbc1d30,-1.086139281,-0.780699417,-1.159487714,-0.498484172,465.1747094,441.8165795,751.9470731,440.3309931,383.3278466,348.9820261,0.148515437,1,1,1,0,0,0,ENSMUSG00000052302
Slc39a1,1.178085326,0.709410501,0.621559892,0.358766475,601.7039743,655.045031,652.9362485,894.3445876,838.3283369,718.3010001,0.134648406,1,1,1,0,0,0,ENSMUSG00000052310
Epha3,-0.705282243,-0.901732747,-1.724528744,-0.377882378,380.3315234,435.4920068,367.9456318,305.992724,286.6905744,319.6968211,0.202430783,1,1,1,0,0,0,ENSMUSG00000052504
St6galnac3,-3.366729085,-0.625982117,-1.292249439,-0.508070982,769.4399282,931.5192095,743.9191684,546.0601863,500.9031946,672.7462368,0.02926955,1,1,1,1,0,1,ENSMUSG00000052544
Trim30b,7.035342896,3.182395699,3.017712947,2.09279946,5.851254207,7.2280831,6.689920579,28.60907582,34.62835589,21.15042583,0.015313814,1,0,1,1,1,0,ENSMUSG00000052749
A630001G21Rik,2.282305828,2.073247659,2.173412146,1.349225615,14.62813552,28.00882201,12.04185704,59.70589737,52.34518914,30.0986829,0.07106097,1,1,1,0,0,0,ENSMUSG00000052760
Junb,2.836687342,1.126467637,1.177275422,0.752426098,191.1409708,234.9127008,219.429395,371.9179857,396.2128163,319.6968211,0.001373238,1,1,1,1,1,0,ENSMUSG00000052837
Lamb2,-0.502596874,-0.329982965,-1.12101394,-0.132122691,7439.869724,10318.99214,7171.594861,7260.485894,7145.520973,8345.469944,0.851480354,1,1,1,0,0,0,ENSMUSG00000052911
Gpr141,5.544773972,2.445430701,5.064501429,4.333559425,11.70250841,11.74563504,5.351936463,166.6789635,345.4782483,82.97474747,3.51E-17,1,0,1,1,1,0,ENSMUSG00000053101
Mapk11,1.443634371,1.683863156,1.103857054,0.019305301,111.1738299,85.83348682,80.27904695,87.07110033,110.3275525,83.78822538,0.99424285,1,1,1,0,0,0,ENSMUSG00000053137
Bcl3,3.590198113,0.633427772,2.001747152,1.00373154,34.13231621,38.85094666,32.11161878,73.38849885,72.4779542,65.89171122,0.047877763,1,1,1,1,1,0,ENSMUSG00000053175
Sec61b,0.464491091,0.964612712,1.128929678,0.426116085,41.93398848,42.46498821,42.8154917,58.4620245,50.73456794,61.82432164,0.71903988,1,1,1,0,0,0,ENSMUSG00000053317
Slamf8,5.861397533,2.154881693,6.477201786,6.932647503,2.925627103,0,0,154.2402349,171.5311583,49.6221529,9.13E-07,1,0,1,1,1,0,ENSMUSG00000053318
Tarm1,6.867100334,3.719261545,7.548692467,6.293091873,0,0,0,7.463237171,31.40711348,6.507823331,0.001038097,1,0,0,1,1,0,ENSMUSG00000053338
Cbx7,-0.513942612,-0.734701115,-0.609754599,0.106568839,471.0259637,500.5447547,437.5208059,481.3787975,480.7704295,555.6054169,0.90730485,1,1,1,0,0,0,ENSMUSG00000053411
Tll1,2.221489094,2.044723303,1.503412047,-0.211886943,44.85961559,105.7107153,77.60307871,94.5343375,45.90270432,58.57040998,0.928172932,1,1,1,0,0,0,ENSMUSG00000053626
Nebl,-1.435997651,-0.781764334,-1.237792042,-0.411146847,5772.262275,6592.915298,4907.725737,4283.898136,4004.809625,4704.34279,0.035531979,1,1,1,1,0,1,ENSMUSG00000053702
Grwd1,1.662979501,1.473267187,0.982228902,0.396723704,84.843186,99.38614263,104.362761,105.7291933,138.5134236,133.4103783,0.541285509,1,1,1,0,0,0,ENSMUSG00000053801
Pde5a,0.644312665,-0.790769745,-1.385297881,-0.137493937,2019.65791,2605.723958,1893.247524,2061.097332,1820.807272,2049.150871,0.833638594,1,1,1,0,0,0,ENSMUSG00000053965
Utp18,0.993960547,0.795787075,0.599052625,0.075936869,301.3395917,288.2198136,235.4852044,309.7243426,268.1684305,295.2924836,0.952884444,1,1,1,0,0,0,ENSMUSG00000054079
Lifr,-1.002752185,-0.677614597,-1.309199425,-0.229523849,4845.813692,5967.68611,4151.764711,4395.846694,4024.94239,4348.852941,0.503336814,1,1,1,0,0,0,ENSMUSG00000054263
Taf4b,2.2907841,0.857471244,1.363067926,0.604608292,69.23984145,84.92997643,99.01082457,123.1434133,140.1240448,119.5812537,0.182870954,1,1,1,0,0,0,ENSMUSG00000054321
Cklf,1.080311095,1.439164625,1.102718115,0.230865532,74.11588662,64.14923751,70.91315814,72.14462598,96.63727226,75.65344622,0.882970114,1,1,1,0,0,0,ENSMUSG00000054400
Gimap4,3.462825722,1.373598741,2.251877611,1.348052723,155.0582365,189.7371814,187.3177762,463.9645775,566.1333533,323.7642107,5.32E-08,1,1,1,1,1,0,ENSMUSG00000054435
Gm9946,-5.560132185,-1.521612502,-1.673071351,-0.877394482,177.4880443,197.8687749,228.7952838,109.4608118,83.75230263,135.0373341,0.006672594,1,1,1,1,0,1,ENSMUSG00000054488
Sh3bp2,1.969030993,1.165416188,2.532412678,1.772249226,30.23148007,25.29829085,29.43565055,92.04659177,127.2390751,69.95910081,3.83E-05,1,1,1,1,1,0,ENSMUSG00000054520
Phactr1,0.689790989,-0.831007893,-1.516536087,-0.692485695,2259.559333,1821.476941,3423.901352,1663.058016,1501.904273,1476.462418,0.004874107,1,1,1,1,0,1,ENSMUSG00000054728
Set,0.341709853,0.620383167,0.456620265,0.051120527,1162.449169,1357.976112,1291.154672,1498.866798,1183.001275,1271.465983,0.959569691,1,1,1,0,0,0,ENSMUSG00000054766
Usp46,-1.253122271,-0.477459092,-0.891673078,-0.290719959,1075.655565,1340.809415,1051.655515,937.8801378,766.6556933,1132.36126,0.438404104,1,1,1,0,0,0,ENSMUSG00000054814
Atrnl1,0.580981681,0.586807292,-0.516853752,-0.143916859,1466.714388,1583.853709,1309.886449,1368.260148,1214.408388,1368.269855,0.77939549,1,1,1,0,0,0,ENSMUSG00000054843
Rnd1,5.872448827,1.520224603,1.163262968,0.312348217,66.31421434,70.47381023,64.22323756,98.26595608,86.16823443,66.70518914,0.795270765,1,1,1,0,0,0,ENSMUSG00000054855
Miga1,-0.782834779,-0.616832979,-0.454884253,-0.045181933,1151.72187,1305.57251,1387.489528,1301.091013,1065.425927,1359.321598,0.96571605,1,1,1,0,0,0,ENSMUSG00000054942
Pdlim1,2.20661798,1.897612794,1.9058654,0.201029777,68.26463241,108.4212465,57.53331698,99.50982894,89.38947684,82.97474747,0.912180729,1,1,1,0,0,0,ENSMUSG00000055044
C1ra,3.835683974,0.611427476,0.837444654,1.49302039,101.4217396,194.2547333,105.7007451,445.3064845,404.2659223,287.9711824,4.44E-07,1,1,1,1,1,0,ENSMUSG00000055172
Tmem245,-1.140097731,-0.704182982,-0.469607053,-0.047137784,2696.45298,3117.110837,2777.655024,2618.352374,2460.22389,3236.015151,0.962503445,1,1,1,0,0,0,ENSMUSG00000055296
Pprc1,2.235450329,1.061389545,1.422290829,0.519204668,317.9181452,256.5969501,294.3565055,329.6263084,466.2748387,444.9724202,0.071092569,1,1,1,0,0,0,ENSMUSG00000055491
Epm2a,-0.889645057,-0.712652476,-1.413177895,-0.355294579,346.1992072,365.921707,392.0293459,330.8701812,259.3100139,274.9555357,0.296207634,1,1,1,0,0,0,ENSMUSG00000055493
Nap1l3,-0.501574245,-0.763490205,-1.618877964,-0.522521326,348.1496253,256.5969501,355.9037748,241.3113352,219.0444838,208.2503466,0.086273236,1,1,1,0,0,0,ENSMUSG00000055733
Fmnl1,0.636775851,1.371013328,1.057965539,0.958147361,214.5459876,173.4739944,242.175125,419.1851544,505.7350582,296.1059616,0.000470148,1,1,1,1,1,0,ENSMUSG00000055805
S100a9,4.028646179,2.812419758,3.527274942,0.883492811,9.752090345,5.421062325,1.337984116,16.1703472,12.88496963,2.440433749,0.842872426,1,0,0,0,0,0,ENSMUSG00000056071
Fez2,0.393393869,0.498876238,-0.57736966,-0.064947012,1194.631067,1451.941193,1196.157799,1172.972109,1181.390653,1320.274658,0.944022024,1,1,1,0,0,0,ENSMUSG00000056121
Npm3,1.925879421,1.148309037,1.183819967,0.412966415,29.25627103,65.95625829,30.77363466,55.97427878,60.39829516,52.87606456,0.798968437,1,1,1,0,0,0,ENSMUSG00000056209
Adgrf5,0.450161684,-0.613055415,-0.777181329,-0.135911627,44476.35844,52422.5762,45966.4443,42443.42979,38479.35119,49099.0866,0.788755602,1,1,1,0,0,0,ENSMUSG00000056492
Cebpb,4.811923062,1.769972275,1.720904539,0.70693081,90.69444021,100.289653,52.18138052,154.2402349,129.655007,117.9542979,0.135767437,1,1,1,0,0,0,ENSMUSG00000056501
Pign,1.735476351,0.390728679,0.981997679,0.197778336,623.158573,623.4221674,563.2913127,728.909497,731.2220268,619.0566943,0.650735207,1,1,1,0,0,0,ENSMUSG00000056536
Fry,-0.902913967,-0.701001049,-0.993278338,-0.070370821,11081.30026,12724.13679,11651.16568,10729.64731,10966.71978,12071.1988,0.918022612,1,1,1,0,0,0,ENSMUSG00000056602
Gulp1,-1.468404034,-0.955840366,-1.175310981,-0.337335791,448.5961559,683.9573634,544.5595351,429.1361373,347.8941801,550.7245494,0.477861106,1,1,1,0,0,0,ENSMUSG00000056870
Jmjd6,0.852296431,0.550639981,0.64638776,0.051896091,167.7359539,227.6846177,248.8650455,233.848098,214.2126202,218.8255595,0.974431236,1,1,1,0,0,0,ENSMUSG00000056962
Ebf1,-0.905642061,-0.49854758,-1.031271069,-0.324804016,3122.619328,3898.647322,2823.146484,2702.935729,2475.524791,2686.10408,0.176498271,1,1,1,0,0,0,ENSMUSG00000057098
Npm1,0.73735668,0.863799748,1.135802269,0.262605146,3343.01657,3870.6385,3213.837846,4251.557442,3992.729966,4269.945583,0.231868293,1,1,1,0,0,0,ENSMUSG00000057113
Chd6,-0.317558992,-0.547914719,-0.502473761,-0.138403158,2222.50139,2012.117633,2182.252093,2006.366926,1871.541839,1952.346999,0.740465687,1,1,1,0,0,0,ENSMUSG00000057133
Scimp,3.762880826,3.306514642,4.44222417,3.564394519,3.900836138,0,0,21.14583865,16.91152265,10.57521291,0.021422805,1,0,1,1,1,0,ENSMUSG00000057135
5730455P16Rik,-0.579853615,-0.476543354,-0.660580118,-0.147934606,682.6463241,661.3696037,675.6819785,625.6680495,696.5936709,501.1023965,0.837958095,1,1,1,0,0,0,ENSMUSG00000057181
AB124611,2.685329451,1.752531267,1.927771731,2.089448287,43.88440655,54.21062325,42.8154917,223.8971151,258.5047033,120.3947316,1.66E-09,1,1,1,1,1,0,ENSMUSG00000057191
Fam136a,-0.663271106,0.390085832,0.581667075,0.297392992,235.0253773,234.0091904,216.7534268,303.5049783,248.8409761,292.8520499,0.510201158,1,1,1,0,0,0,ENSMUSG00000057497
Pus7,0.463801104,1.068944362,1.310739917,0.245114428,210.6451514,185.2196294,227.4572997,226.3848608,290.7171274,218.8255595,0.73192438,1,1,1,0,0,0,ENSMUSG00000057541
Eif1a,2.411878511,0.565924879,1.021500652,0.328999428,624.1337821,631.5537609,512.4479163,771.2011743,740.885754,714.2336106,0.208588097,1,1,1,0,0,0,ENSMUSG00000057561
Sptan1,-0.675101655,-0.318624374,-0.726658152,-0.085335419,23530.81879,24765.21972,28497.72368,24026.6482,22705.73243,25646.51827,0.899942781,1,1,1,0,0,0,ENSMUSG00000057738
Megf6,-4.451127681,-1.226569232,-0.685686346,-0.073484713,357.9017157,355.0795823,326.4681242,251.2623181,328.5667257,405.1120023,0.958674623,1,1,1,0,0,0,ENSMUSG00000057751
Bak1,0.883639438,0.739052683,1.202539686,0.598711554,74.11588662,82.21944527,65.56122167,121.8995405,99.85851467,116.327342,0.217881954,1,1,1,0,0,0,ENSMUSG00000057789
Mdn1,1.073548674,0.445298826,0.829736418,0.034994817,1557.408828,1276.660178,1542.695685,1457.818994,1753.161181,1270.652505,0.976290691,1,1,1,0,0,0,ENSMUSG00000058006
Palld,0.622190488,-0.610329536,-1.259070963,-0.037856549,2023.558747,3021.338736,1929.373095,2408.13786,2167.896141,2223.235145,0.97636256,1,1,1,0,0,0,ENSMUSG00000058056
Zfp729b,-0.520232515,-0.460490043,-0.58885394,-0.16449254,606.5800194,702.0275711,646.2463279,609.4977023,543.5846565,593.025401,0.761027732,1,1,1,0,0,0,ENSMUSG00000058093
Nfam1,0.488642405,1.089589933,1.144583968,0.782080117,116.0498751,98.48263224,70.91315814,176.6299464,190.8586127,126.902555,0.04837766,1,1,1,1,1,0,ENSMUSG00000058099
Tpm3-rs7,1.877254756,0.827183354,2.094676086,1.233467178,2.925627103,8.131593488,17.39379351,18.65809293,27.38056047,18.70999208,0.410098371,1,0,1,0,0,0,ENSMUSG00000058126
Spock2,-3.634152362,-1.215704574,-1.298152701,0.001647771,53510.69493,52802.05056,50978.5328,46183.75549,47196.03315,64088.23068,0.998104,1,1,1,0,0,0,ENSMUSG00000058297
Samd12,-1.479107987,-0.650101225,-1.361594963,-0.451577019,1523.276512,1642.581885,1264.394989,1167.996617,958.3196166,1118.532135,0.029540451,1,1,1,1,0,1,ENSMUSG00000058656
Tubb2a,1.047551516,0.679219731,-0.849538787,-0.183755554,1344.813259,1390.502486,1225.59345,1125.70494,1174.142858,1188.491236,0.590587993,1,1,1,0,0,0,ENSMUSG00000058672
Fcer1g,1.636897943,1.061998556,2.132046078,1.346743913,78.99193179,113.8423088,82.95501518,241.3113352,251.2569079,212.3177362,4.64E-07,1,1,1,1,1,0,ENSMUSG00000058715
Kcnt1,1.590772613,-0.816976939,-0.816072816,-0.283228802,278.9097839,201.4828164,267.5968232,184.0931835,294.7436804,134.2238562,0.785975592,1,1,1,0,0,0,ENSMUSG00000058740
Thra,-0.429461365,-0.737604013,-1.335996163,-0.30423052,4641.019795,4898.833321,5038.84818,3887.102693,3805.897906,4112.130867,0.070710914,1,1,1,0,0,0,ENSMUSG00000058756
Pirb,3.422518706,2.645234941,2.739393769,2.412003403,21.45459876,27.10531163,14.71782527,120.6556676,154.6196356,66.70518914,8.94E-08,1,1,1,1,1,0,ENSMUSG00000058818
Rpl18,0.422044782,0.751182937,1.078396413,0.477816245,203.8186882,259.3074812,251.5410138,310.9682154,326.1507939,356.3033274,0.100368145,1,1,1,0,0,0,ENSMUSG00000059070
Fcgr4,6.061720446,2.88510396,4.985195675,4.30955477,2.925627103,3.61404155,6.689920579,95.77821036,91.00009805,65.07823331,9.14E-13,1,0,1,1,1,0,ENSMUSG00000059089
Ifitm6,3.493129879,3.212919388,5.783057885,3.648392403,0,0,1.337984116,6.219364309,2.415931807,5.694345414,NA,1,0,0,0,0,0,ENSMUSG00000059108
Skap2,0.68577768,0.697129173,1.278462459,0.694887734,409.5877945,561.983461,396.0432983,733.8849885,785.9831477,698.7775301,0.001124354,1,1,1,1,1,0,ENSMUSG00000059182
Csf2ra,1.342723836,1.263667923,1.414610134,0.681522422,84.843186,65.0527479,86.96896753,119.4117947,158.6461886,100.0577837,0.149152408,1,1,1,0,0,0,ENSMUSG00000059326
Eif4a1,0.931056109,1.10509345,1.134214219,0.146764547,309.1412639,404.7726536,307.7363466,365.6986214,404.2659223,362.8111507,0.870994836,1,1,1,0,0,0,ENSMUSG00000059796
Chpt1,-0.425443253,-0.422944782,-1.181208848,-0.400695609,1523.276512,1419.414819,1454.388734,1180.435346,1088.779934,1064.029115,0.020164913,1,1,1,1,0,1,ENSMUSG00000060002
Alox5ap,1.175757298,1.8904142,1.938482103,1.264945095,31.2066891,52.40360248,9.36588881,70.90075312,90.19478744,66.70518914,0.060155432,1,0,1,0,0,0,ENSMUSG00000060063
Atp8b4,2.740408048,2.25768727,3.477184853,3.278128282,10.72729938,6.324572713,10.70387293,92.04659177,117.5753479,56.12997623,3.22E-10,1,0,1,1,1,0,ENSMUSG00000060131
Golm2,-0.483749065,-0.540734725,-0.723123882,-0.186246863,1275.573417,1264.914543,1390.165496,1153.070143,1004.222321,1295.870321,0.657106586,1,1,1,0,0,0,ENSMUSG00000060227
Gtf2i,-1.843191496,-0.512573138,-0.698853093,-0.077698907,4048.092702,4778.66644,4822.094753,4183.144434,4089.367238,4657.974549,0.916854517,1,1,1,0,0,0,ENSMUSG00000060261
Ppih,-0.601253749,0.901528377,1.472779442,0.356523487,25.3554349,51.50009209,28.09766643,44.77942302,57.17705275,33.35259457,0.871111928,1,1,1,0,0,0,ENSMUSG00000060288
Tnfrsf19,-2.515940815,-0.802661938,-1.017702827,-0.47524804,2502.386382,3166.803908,2726.811628,1937.953919,1764.435529,2337.122054,0.017701746,1,1,1,1,0,1,ENSMUSG00000060548
