Genes,M_Log2FC,S_Log2FC,GB_log2FC,TTT-GB-Log2fc,Sham_C-1 Counts,Sham_C-2 Counts,Sham_C-3 Counts,TT_Treatment-1 Counts,TT_Treatment-2 Counts,TT_Treatment-3 Counts,GBT-P-adj,MSG_Regulated,Control_GB-TT-Exp,Glioblastoma_TT-Exp,GB-TT-Regulated,GBT-UP,GBT-DOWN,GeneID
Cct2,1.102654869,0.865683527,0.459685895,0.154211262,1280.449462,1516.993941,1388.827512,1538.67073,1542.169803,1578.147158,0.716251808,1,1,1,0,0,0,ENSMUSG00000034024
Galnt17,1.176392801,-0.872685019,-1.2778817,-0.162086633,349.1248343,290.0268344,400.0572506,328.3824355,298.7702334,300.1733511,0.847813658,1,1,1,0,0,0,ENSMUSG00000034040
Gpbp1l1,-0.422377346,-0.472292407,-0.628842196,-0.098605692,1353.59014,1535.967659,1288.478703,1324.724598,1249.036744,1331.663349,0.885415349,1,1,1,0,0,0,ENSMUSG00000034042
Golim4,-1.483020863,-0.733819674,-0.767458557,-0.14354765,5221.269171,5974.914193,6015.576585,5316.312611,4750.527242,5514.566795,0.7334815,1,1,1,0,0,0,ENSMUSG00000034109
Vav1,1.326528075,1.26107194,2.465192216,1.795224942,77.04151372,65.0527479,64.22323756,246.2868266,320.5136197,150.4934145,2.36E-08,1,1,1,1,1,0,ENSMUSG00000034116
Srsf2,0.949975595,0.630030211,0.856368328,0.022298076,624.1337821,626.1326986,599.4168839,593.3273551,656.3281408,628.0049514,0.984903261,1,1,1,0,0,0,ENSMUSG00000034120
Hdac11,0.357946559,-0.986043582,-1.67241956,-0.275027278,460.2986643,412.9042471,689.0618196,458.989086,450.9739372,378.2672311,0.633681056,1,1,1,0,0,0,ENSMUSG00000034245
Flvcr2,-2.428342263,-0.673884933,-0.805602829,-0.004496594,541.2410141,581.8606896,420.1270124,400.5270615,480.7704295,656.4766785,0.99671859,1,1,1,0,0,0,ENSMUSG00000034258
Lif,4.199554568,6.214114922,2.483815839,2.247358046,6.826463241,0.903510388,10.70387293,41.04780444,28.99118168,14.64260249,0.032935605,1,0,1,1,1,0,ENSMUSG00000034394
Scara3,-0.634595176,-0.580399282,-1.56431627,-0.192318777,578.2989574,593.6063246,433.5068535,496.3052719,429.230551,484.0193602,0.760395591,1,1,1,0,0,0,ENSMUSG00000034463
Hid1,1.342213929,0.87122977,1.03362446,0.029542431,202.8434792,276.4741786,247.5270614,241.3113352,238.3719382,261.9398891,0.986774954,1,1,1,0,0,0,ENSMUSG00000034586
Ppp1r18,1.409482358,0.612475401,0.605870186,0.513071891,549.0426864,667.6941764,619.4866456,832.1509445,894.700079,892.3852742,0.006281893,1,1,1,1,1,0,ENSMUSG00000034595
Ppm1h,-0.925057897,-0.771341127,-0.860381699,-0.091331335,874.7625039,915.2560226,986.0942933,839.6141817,821.4168142,942.0074271,0.90914926,1,1,1,0,0,0,ENSMUSG00000034613
Pik3ip1,-0.568830848,-0.562007902,-0.940726132,0.143746173,482.7284721,500.5447547,331.8200607,430.3800102,434.0624146,590.5849673,0.897538196,1,1,1,0,0,0,ENSMUSG00000034614
Zyg11b,-0.323941207,-0.33143576,-1.230828167,-0.316327362,3421.033293,3417.076286,3647.3447,2865.883074,2796.843721,2757.690136,0.054086112,1,1,1,0,0,0,ENSMUSG00000034636
Ankrd12,-0.478522079,-0.560274961,-0.726155423,-0.286164627,2906.122923,3244.505802,3484.110637,3045.000766,2424.790223,2434.739404,0.261859521,1,1,1,0,0,0,ENSMUSG00000034647
Cacna1a,-0.926886387,-0.562760481,-1.278711019,-0.558800184,780.1672276,602.6414285,867.013707,506.2562548,554.8590049,463.6824123,0.016086522,1,1,1,1,0,1,ENSMUSG00000034656
Cnot6l,-1.22907732,-0.574298827,-0.548318129,-0.19110009,3993.480996,4560.016926,3355.664162,3639.571994,3156.01225,3641.940631,0.635662854,1,1,1,0,0,0,ENSMUSG00000034724
Dusp5,2.394970383,2.374894857,2.52582691,1.372978912,27.30585297,20.78073891,18.73177762,60.94977023,79.72574962,33.35259457,0.031338937,1,1,1,1,1,0,ENSMUSG00000034765
Sos2,-0.63528585,-0.503113424,-0.692830362,-0.091261203,2070.36878,2263.293521,1867.825826,1792.420794,1894.895847,2134.566053,0.905749544,1,1,1,0,0,0,ENSMUSG00000034801
Larp6,0.730253159,-0.750388635,-1.903055743,-0.328369435,82.89276793,64.14923751,73.58912637,60.94977023,62.00891637,52.87606456,0.791355753,1,1,1,0,0,0,ENSMUSG00000034839
Filip1,-0.827603982,-0.616691274,-0.908624776,-0.167162791,1593.491562,1960.617541,1964.160682,1689.179346,1477.744955,1747.350564,0.722449857,1,1,1,0,0,0,ENSMUSG00000034898
Cobll1,-1.390076142,-0.573251188,-0.964437077,-0.310314938,3922.290737,5524.062509,4616.045199,3711.71662,3287.277878,4342.345117,0.285652667,1,1,1,0,0,0,ENSMUSG00000034903
Tmem106a,2.341383918,0.983281465,1.137550427,0.95205703,75.09109565,93.06156992,52.18138052,131.8505234,162.6727416,135.0373341,0.011473368,1,1,1,1,1,0,ENSMUSG00000034947
Dpp4,-3.47521251,-0.59861894,-0.76637818,-0.135594435,550.0178954,548.4308052,444.2107264,493.8175261,471.9120129,442.5319865,0.85917179,1,1,1,0,0,0,ENSMUSG00000035000
Igsf6,2.20933208,1.427025178,1.879033239,1.510901531,69.23984145,89.44752837,80.27904695,257.4816824,252.0622185,173.2707962,9.04E-08,1,1,1,1,1,0,ENSMUSG00000035004
Baz1a,1.845441498,0.720407626,1.722826676,0.837238379,427.1415571,472.5359327,470.9704088,848.3212917,913.2222229,687.3888393,5.86E-06,1,1,1,1,1,0,ENSMUSG00000035021
Ccl5,3.032139192,2.011864034,5.127543832,5.02355263,3.900836138,2.710531163,2.675968232,119.4117947,117.5753479,68.33214497,1.09E-14,1,0,1,1,1,0,ENSMUSG00000035042
Arhgap5,-0.844717487,-0.610705342,-0.869925079,-0.28523419,5083.764697,5002.737016,5012.088498,4477.942302,3759.189891,4156.872153,0.134067128,1,1,1,0,0,0,ENSMUSG00000035133
Ccdc186,0.391051664,-0.430120213,-0.618981495,-0.238574556,1504.74754,1598.309876,1503.894146,1362.040784,1201.523418,1343.865518,0.345533354,1,1,1,0,0,0,ENSMUSG00000035173
Slfn8,3.655206247,1.030917148,3.473271597,2.441260232,30.23148007,37.04392589,42.8154917,223.8971151,232.734764,138.2912458,5.73E-14,1,1,1,1,1,0,ENSMUSG00000035208
Hpse,3.633601865,1.170163351,2.314244493,2.625580073,15.60334455,15.35967659,12.04185704,88.31497319,107.1063101,72.39953456,4.24E-09,1,1,1,1,1,0,ENSMUSG00000035273
Ccl12,4.765223213,1.752710885,1.449957299,1.609170908,15.60334455,32.52637395,41.47750759,119.4117947,78.11512841,74.02649039,0.001153144,1,1,1,1,1,0,ENSMUSG00000035352
Nfkbiz,5.604296876,1.071464873,1.097816764,0.597001229,144.3309371,261.114502,195.3456809,276.1397753,331.7879681,300.986829,0.088538104,1,1,1,0,0,0,ENSMUSG00000035356
Shq1,0.699514343,1.09259601,1.115091248,0.418927571,54.61170593,85.83348682,57.53331698,74.63237171,82.14168142,108.1925629,0.664154617,1,1,1,0,0,0,ENSMUSG00000035378
Tgfbi,0.895815124,1.814960263,1.376632247,1.013116032,684.5967422,1170.045952,810.8183742,1955.368139,1954.488831,1475.64894,3.57E-06,1,1,1,1,1,0,ENSMUSG00000035493
Isg15,3.840087822,0.811513895,1.925508451,1.431314514,54.61170593,47.88605054,53.51936463,119.4117947,161.867431,137.4777679,1.28E-05,1,1,1,1,1,0,ENSMUSG00000035692
Dok3,1.053644213,1.347203784,1.998765991,0.835897091,19.50418069,15.35967659,16.05580939,28.60907582,40.26553011,21.96390374,0.501231574,1,1,1,0,0,0,ENSMUSG00000035711
Ddx11,-1.244934014,0.627571157,2.484574737,0.38701466,74.11588662,67.76327907,54.85734875,72.14462598,109.5222419,75.65344622,0.710595936,1,1,1,0,0,0,ENSMUSG00000035842
Ids,-0.319441346,-0.453824434,-1.192703585,-0.344795993,2794.949093,2628.311717,2341.472203,2013.830163,1923.887029,2178.49386,0.07063556,1,1,1,0,0,0,ENSMUSG00000035847
Palm,-2.632696577,-0.888736022,-1.482702038,-0.173564433,2258.584124,2162.100357,2428.44117,2118.315484,1861.072802,2093.078679,0.612375597,1,1,1,0,0,0,ENSMUSG00000035863
Dennd5a,-0.403222707,-0.496040176,-0.523594548,-0.080917348,4693.681083,5258.430455,4694.986262,4193.095417,4349.482562,5303.876015,0.916938586,1,1,1,0,0,0,ENSMUSG00000035901
Dcdc2a,0.868505082,-0.968933562,-1.243672688,-0.046498401,763.588674,879.1156071,691.7377879,803.5418687,670.018421,791.5140126,0.966413796,1,1,1,0,0,0,ENSMUSG00000035910
Tmtc2,-1.443198842,-0.73086754,-1.172152397,-0.241886616,1394.548919,1481.757036,1423.615099,1087.144881,1097.638351,1448.804169,0.477462756,1,1,1,0,0,0,ENSMUSG00000036019
Dgkb,0.5908705,-0.81417716,-2.381418239,-0.634455694,2982.189227,3196.619751,3112.151053,2372.065547,1706.453166,1912.486581,0.000205739,1,1,1,1,0,1,ENSMUSG00000036095
Prickle1,-3.113265653,-0.743799272,-1.422381026,-0.122809817,2030.38521,2053.679111,1976.202539,2034.976002,1480.966197,2053.218261,0.864106412,1,1,1,0,0,0,ENSMUSG00000036158
Armh4,0.582571058,-1.212220344,-1.939876913,-0.278495149,348.1496253,275.5706682,412.0991077,304.7488511,293.1330592,254.6185878,0.6078805,1,1,1,0,0,0,ENSMUSG00000036242
Igfbp7,0.924254426,1.074085486,0.711247262,0.313359997,2183.493028,2762.031255,2234.433473,2823.591396,3163.260045,2936.655278,0.160725729,1,1,1,0,0,0,ENSMUSG00000036256
Lrrn3,-3.121381537,-1.131100023,-1.280353852,-0.513346642,723.6051036,826.7120046,967.3625157,516.2072376,566.1333533,676.8136264,0.027087969,1,1,1,1,0,1,ENSMUSG00000036295
Kidins220,-0.422081014,-0.414926804,-0.920197173,-0.193894216,5215.417916,4916.000019,5588.759652,4523.965598,4579.801395,4636.010645,0.432555676,1,1,1,0,0,0,ENSMUSG00000036333
Cracd,-3.021009786,-1.129031975,-1.396635084,-0.570131768,357.9017157,299.9654487,378.6495048,248.7745724,211.7966884,237.5355516,0.028557032,1,1,1,1,0,1,ENSMUSG00000036377
Npy1r,1.083104885,-0.895381,-1.950005592,-0.172477765,1007.390933,1426.642902,763.9889301,998.829908,885.0363518,959.0904634,0.845102762,1,1,1,0,0,0,ENSMUSG00000036437
Btg1,2.032188162,0.505684788,0.745840658,0.618445893,481.753263,673.1152387,470.9704088,802.2979959,871.3460716,826.493563,0.004434152,1,1,1,1,1,0,ENSMUSG00000036478
Bicral,-0.844083114,-0.490620796,-0.666981955,-0.253669535,702.1505048,745.3960697,738.5672319,570.9376436,589.4873608,671.119281,0.413485106,1,1,1,0,0,0,ENSMUSG00000036568
Etl4,-0.724487626,-0.707898555,-1.122425761,-0.041910249,1920.186589,1711.248674,2180.914109,1776.250447,1741.081522,2123.177362,0.966743412,1,1,1,0,0,0,ENSMUSG00000036617
Tcaf1,-0.477571548,-0.351758001,-1.089374858,-0.413293435,2829.081409,2500.916753,3188.416148,2294.94543,2058.373899,2042.643048,0.025734008,1,1,1,1,0,1,ENSMUSG00000036667
Aaas,-0.648679036,0.496386254,1.668563184,0.531597115,58.51254207,50.5965817,80.27904695,100.7537018,97.44258286,74.02649039,0.450471974,1,1,1,0,0,0,ENSMUSG00000036678
Slc6a20a,0.49900536,-1.150715669,-1.382222003,-0.061381293,857.2087413,954.1069692,749.2711048,860.7600204,765.8503827,832.1879084,0.950810936,1,1,1,0,0,0,ENSMUSG00000036814
Unc93b1,0.52684502,0.477155474,0.955187745,0.952189152,312.066891,395.7375497,224.7813314,531.133712,715.9211253,562.9267181,0.000140509,1,1,1,1,1,0,ENSMUSG00000036908
Nfkbid,2.169652597,1.65054034,1.903654156,1.177478093,8.77688131,8.131593488,14.71782527,17.41422007,34.62835589,17.89651416,0.366478578,1,0,1,0,0,0,ENSMUSG00000036931
Trappc14,0.996468464,0.58133081,1.249484358,0.63330252,135.5540558,58.72817519,152.5301892,164.1912178,238.3719382,131.7834224,0.324687932,1,1,1,0,0,0,ENSMUSG00000036948
Inhbb,5.242923608,2.755800897,2.227262713,-0.59813954,124.8267564,93.06156992,92.32090399,62.19364309,69.25671179,73.21301247,0.261859521,1,1,1,0,0,0,ENSMUSG00000037035
Rab11fip3,-0.471388173,-0.41645025,-0.746754358,-0.250962242,825.0268432,786.0540372,833.5641041,685.3739468,723.9742314,644.2745097,0.381095355,1,1,1,0,0,0,ENSMUSG00000037098
Setd7,0.319100563,-0.502730752,-0.733116231,-0.208152642,4434.27548,4655.789027,4771.251357,4124.68241,3901.729868,3973.026143,0.348732633,1,1,1,0,0,0,ENSMUSG00000037111
Dennd11,-0.954917301,-0.590765867,-0.721439044,-0.395888935,814.2995438,950.4929277,1006.164055,648.057761,751.3547918,702.8449197,0.074646723,1,1,1,0,0,0,ENSMUSG00000037172
Rbm17,0.447933764,0.480340128,0.585191909,0.053611336,391.0588228,383.0884043,448.2246788,409.2341715,425.2039979,431.1432957,0.962988972,1,1,1,0,0,0,ENSMUSG00000037197
Mxd4,-1.096169776,-0.499486973,-0.876714495,0.088451802,3267.925475,3158.672315,2536.817884,3174.363543,3018.304137,3342.580758,0.90914926,1,1,1,0,0,0,ENSMUSG00000037235
Tbcel,-0.510293039,-0.37899112,-0.765927594,-0.073787837,1230.713802,1319.125166,1205.523688,1138.143669,1038.045366,1391.860715,0.937144842,1,1,1,0,0,0,ENSMUSG00000037287
Tap1,4.260560906,0.736407446,2.558382402,1.961582179,502.2326528,571.9220753,418.7890282,1884.467386,2710.675487,1226.724698,1.01E-16,1,1,1,1,1,0,ENSMUSG00000037321
Paqr7,-1.485437368,-0.354590966,-0.978225792,0.054178985,562.6956129,609.8695116,445.5487106,527.4020934,554.8590049,600.3467023,0.96516859,1,1,1,0,0,0,ENSMUSG00000037348
Ccn3,-1.047649108,-0.945136593,-2.68216861,-0.29972839,573.4229123,573.7290961,408.0851553,430.3800102,448.5580054,388.0289661,0.454273112,1,1,1,0,0,0,ENSMUSG00000037362
Srrt,0.894861378,0.508184015,1.054336305,0.160837155,950.8288086,780.6329748,966.0245316,1015.000255,1147.567608,850.8979005,0.800929865,1,1,1,0,0,0,ENSMUSG00000037364
Icam1,5.002408651,1.128993305,1.135796444,0.902048467,333.5214898,569.2115441,493.7161387,944.0995021,1012.275427,654.0362447,0.000467191,1,1,1,1,1,0,ENSMUSG00000037405
Serpine1,3.364945828,2.723941899,4.406221692,2.758309317,36.08273428,46.07902976,16.05580939,199.0196579,329.3720363,148.8664587,7.41E-13,1,1,1,1,1,0,ENSMUSG00000037411
Atg14,-0.351399582,-0.462436854,-0.747911939,-0.098664574,219.4220328,341.5269265,244.8510932,271.1642839,240.7878701,243.229897,0.944022024,1,1,1,0,0,0,ENSMUSG00000037526
Kcnk2,0.391784547,-1.146331833,-1.320627404,-0.179402774,573.4229123,610.773022,627.5145503,572.1815164,488.8235355,540.1493365,0.72074179,1,1,1,0,0,0,ENSMUSG00000037624
Phc3,-0.489481663,-0.56049108,-0.744774186,-0.174885477,3391.777022,3805.585752,3375.733924,3245.264296,2981.259849,3143.278669,0.568159911,1,1,1,0,0,0,ENSMUSG00000037652
Cdkn1c,-0.909904213,-0.628207047,-1.460004814,-0.361641365,834.7789335,1245.037314,845.6059612,843.3458003,574.99177,862.2865913,0.374016445,1,1,1,0,0,0,ENSMUSG00000037664
Atp8a1,-1.052776515,-0.492259564,-1.127943287,-0.361374631,3296.206537,3249.926864,3445.309098,2634.522721,2591.489518,2551.066746,0.017397026,1,1,1,1,0,1,ENSMUSG00000037685
Themis2,2.687272578,0.978051859,3.010033272,2.721936513,34.13231621,45.17551938,50.8433964,298.5294868,363.1950816,191.9807883,4.18E-19,1,1,1,1,1,0,ENSMUSG00000037731
Limch1,-2.024374714,-0.7246919,-0.81739735,-0.238376952,3998.357041,4027.849308,4340.420472,3568.67124,3038.436902,3875.408793,0.367692329,1,1,1,0,0,0,ENSMUSG00000037736
Ppp1r16b,-1.699313719,-0.459772106,-0.789571728,-0.423080504,2136.682995,2072.652829,2439.145043,1548.621713,1619.479621,1785.584026,0.016086522,1,1,1,1,0,1,ENSMUSG00000037754
Vopp1,-0.626415202,0.351179921,-0.524522662,-0.288315855,589.0262568,738.1679866,663.6401214,565.9621521,555.6643155,510.0506536,0.352956465,1,1,1,0,0,0,ENSMUSG00000037788
Ppm1k,1.065112127,-0.507326901,-0.887456131,-0.268912045,951.8040177,977.5982393,1004.826071,840.8580546,829.4699202,765.4827193,0.27628618,1,1,1,0,0,0,ENSMUSG00000037826
Ifi206,1.458190391,2.800593958,5.098973164,4.074748452,14.62813552,7.2280831,2.675968232,104.4853204,229.5135216,93.54996038,8.48E-15,1,0,1,1,1,0,ENSMUSG00000037849
Ackr1,7.241424168,3.226462079,4.381047009,3.138765839,34.13231621,28.00882201,18.73177762,258.7255553,374.46943,82.16126955,9.96E-05,1,1,1,1,1,0,ENSMUSG00000037872
Wdr19,-1.542859212,-0.549869474,-0.639880223,-0.132451667,545.1418503,659.5625829,627.5145503,546.0601863,506.5403688,618.2432164,0.860968176,1,1,1,0,0,0,ENSMUSG00000037890
Ccr7,2.903867563,2.076225279,5.976257239,5.59965776,1.950418069,2.710531163,0,98.26595608,104.6903783,46.36824123,6.80E-11,1,0,1,1,1,0,ENSMUSG00000037944
Cramp1,-0.64252796,-0.46504386,-0.585048822,-0.141860808,1014.217396,1126.677453,912.505167,843.3458003,911.6116017,1012.780006,0.815053191,1,1,1,0,0,0,ENSMUSG00000038002
Dennd4c,-0.347794375,-0.70644713,-0.594216871,-0.09603068,2689.626517,3041.215964,2740.191469,2679.302144,2430.427397,2817.887502,0.879820619,1,1,1,0,0,0,ENSMUSG00000038024
Phf2,-0.300268061,-0.382767965,-0.888249678,-0.016366869,1771.954816,1862.134909,1635.016589,1720.276168,1654.913287,1836.833135,0.989859288,1,1,1,0,0,0,ENSMUSG00000038025
Kmt2c,-0.575464484,-0.623307075,-0.502756001,-0.085224771,6246.213866,6464.616823,6521.33458,6068.855693,6192.838531,5866.802733,0.876011332,1,1,1,0,0,0,ENSMUSG00000038056
Smim3,1.702165756,0.754417269,0.995159713,0.313297147,118.0002932,95.77210108,120.4185704,144.289252,141.734666,128.5295108,0.6737321,1,1,1,0,0,0,ENSMUSG00000038059
Mturn,-0.461830748,-0.855394424,-1.712703753,-0.455689925,1484.26815,1770.88036,1667.128208,1191.630202,1113.744563,1283.668152,0.010192839,1,1,1,1,0,1,ENSMUSG00000038065
Rnf144b,-1.122877003,-0.948730164,-0.993484984,-0.142490862,2749.114268,3168.610929,2290.628806,2342.212599,2287.887421,2808.939245,0.824707744,1,1,1,0,0,0,ENSMUSG00000038068
Atp13a4,1.396438948,-0.81830086,-1.353487039,-0.151775099,139.4548919,55.11413364,121.7565545,82.09560888,138.5134236,62.63779956,0.952457013,1,1,1,0,0,0,ENSMUSG00000038094
Ormdl3,-0.96030252,-0.342400797,-0.641484073,-0.112266152,665.0925615,709.2556542,638.2184232,630.6435409,572.5758381,660.5440681,0.881273865,1,1,1,0,0,0,ENSMUSG00000038150
Nop2,1.085038179,1.111992242,1.616765342,0.387353055,168.711163,181.6055879,168.5859986,205.2390222,244.0091125,228.5872945,0.328590986,1,1,1,0,0,0,ENSMUSG00000038279
Wdr36,0.712310888,0.643426569,0.633965241,0.112925902,375.4554783,475.2464638,329.1440925,364.4547485,459.0270432,453.1071994,0.919352581,1,1,1,0,0,0,ENSMUSG00000038299
Sesn1,-0.876903843,-0.75758875,-1.226110194,-0.196726998,1703.690183,1717.573247,1255.029101,1221.48315,1365.806781,1494.358932,0.687855803,1,1,1,0,0,0,ENSMUSG00000038332
Tsr1,1.600775341,1.104680341,0.778662702,-0.049429641,192.1161798,204.1933476,210.0635062,150.5086163,225.4869686,206.6233908,0.976331416,1,1,1,0,0,0,ENSMUSG00000038335
Setd1b,-0.636985033,-0.427467973,-0.755363932,-0.383180138,1255.094027,1257.686459,1070.387293,900.5639519,905.9744274,942.820905,0.050210088,1,1,1,0,0,0,ENSMUSG00000038384
Mllt6,-1.206511901,-0.634219763,-0.716877077,-0.185128089,3424.934129,3691.743443,3501.504431,3078.585333,2915.22438,3345.83467,0.516347267,1,1,1,0,0,0,ENSMUSG00000038437
Cdk19,-2.027083372,-1.151492566,-1.238659593,-0.547710965,5272.955249,5419.255304,4518.372359,3588.573206,3057.764356,3763.148841,0.000781052,1,1,1,1,0,1,ENSMUSG00000038481
Socs7,0.813486057,-0.389062553,-0.613282537,-0.179802404,922.5477466,781.5364852,944.6167857,768.7134286,772.2928675,794.7679243,0.683711966,1,1,1,0,0,0,ENSMUSG00000038485
Slc19a3,-0.959690164,-1.562397506,-1.256391313,-0.144861612,1801.211087,2093.433568,1438.332924,1466.526104,1439.090046,1919.807883,0.85343512,1,1,1,0,0,0,ENSMUSG00000038496
Rpf2,1.087924287,1.423988965,1.979304065,0.721053191,38.03315234,11.74563504,40.13952347,59.70589737,37.8495983,49.6221529,0.550202585,1,1,1,0,0,0,ENSMUSG00000038510
Atf5,0.613709849,0.356208139,-0.611776709,-0.012961862,832.8285154,1232.388169,745.2571525,869.4671304,901.1425638,1017.660873,0.99424285,1,1,1,0,0,0,ENSMUSG00000038539
Susd4,-1.08630365,-1.074872032,-1.488513632,-0.79391628,246.7278857,250.2723773,259.5689185,139.3137605,150.5930826,145.612547,0.001340332,1,1,1,1,0,1,ENSMUSG00000038576
Cep85l,-0.900344689,-0.517259166,-0.920930056,-0.36324226,1685.161212,1939.836802,1644.382478,1432.941537,1282.054479,1385.352892,0.060060287,1,1,1,0,0,0,ENSMUSG00000038594
Ctss,1.077674494,0.995539476,3.283746956,2.872211435,640.7123357,689.3784257,497.7300911,5235.460875,5095.20018,3076.57348,1.31E-49,1,1,1,1,1,0,ENSMUSG00000038642
Herc1,-0.379673288,-0.508235768,-0.466951539,-0.143357567,4633.218123,3970.928153,5321.162828,4069.952004,4357.535668,4174.768667,0.777306858,1,1,1,0,0,0,ENSMUSG00000038664
Gngt2,0.656295439,1.579829228,1.221317407,0.763350334,71.19025952,75.89487255,82.95501518,121.8995405,143.3452872,123.6486433,0.042514015,1,1,1,1,1,0,ENSMUSG00000038811
Rpl12,0.311905391,1.117639088,1.383804414,0.535456692,815.2747528,923.3876161,1018.205912,1411.795698,1195.886244,1386.166369,0.003556653,1,1,1,1,1,0,ENSMUSG00000038900
Rabggtb,0.859553616,0.678578322,0.89558393,0.249619654,187.2401346,177.088036,187.3177762,202.7512765,233.5400746,218.0120816,0.693142777,1,1,1,0,0,0,ENSMUSG00000038975
Abhd2,-1.46803917,-0.439397316,-0.443402543,0.225970455,11775.64909,13504.76976,10964.77983,12620.33406,12018.45543,17752.52857,0.594181123,1,1,1,0,0,0,ENSMUSG00000039202
Tgfb2,-2.358946786,-1.000516827,-0.71074783,-0.520377209,1809.987968,2385.267423,2017.680047,1409.307952,1148.372919,1774.195336,0.028970387,1,1,1,1,0,1,ENSMUSG00000039239
Vstm2b,-1.883473072,-1.238911623,-1.898611449,-0.316768188,105.3225757,62.34221674,127.108491,65.92526168,90.19478744,78.09387997,0.810491389,1,1,1,0,0,0,ENSMUSG00000039257
Prrc2b,-0.414374284,-0.386964487,-0.791734897,-0.161017356,5772.262275,5906.247403,6382.184232,5383.481746,5269.14727,5498.297237,0.583890548,1,1,1,0,0,0,ENSMUSG00000039262
Megf9,-0.82727127,-0.595151426,-1.172149773,-0.371912073,2015.757074,1994.950936,2099.297078,1609.571483,1477.744955,1634.277134,0.026036641,1,1,1,1,0,1,ENSMUSG00000039270
C130074G19Rik,-1.641367586,-0.663335761,-0.899816676,-0.088658163,4497.664067,4841.008656,5587.421667,4613.524444,3982.260928,5437.286393,0.916938586,1,1,1,0,0,0,ENSMUSG00000039349
Prdm16,-1.867611167,-0.519395736,-1.216038112,0.014248164,1275.573417,1447.423641,1153.342308,1215.263786,1199.107487,1501.680234,0.993466792,1,1,1,0,0,0,ENSMUSG00000039410
Mtmr7,0.677206006,-0.771668097,-0.951638482,-0.464544599,346.1992072,342.4304369,366.6076477,273.6520296,271.3896729,220.4525153,0.095740874,1,1,1,0,0,0,ENSMUSG00000039431
Tspyl4,-0.47096431,-1.161463884,-2.103377173,-0.390962656,691.4232054,552.9483572,718.4974702,481.3787975,598.3457774,414.8737373,0.222263593,1,1,1,0,0,0,ENSMUSG00000039485
Atp8b1,2.582899293,0.885357595,1.245512517,0.50711632,458.3482462,679.4398114,523.1517893,865.7355118,806.9212234,692.2697068,0.047273788,1,1,1,1,1,0,ENSMUSG00000039529
Myo9a,-0.641216536,-0.461216329,-0.851825336,-0.290351762,4274.341198,4464.244825,4755.195547,3925.662752,3477.33118,3632.178897,0.118348359,1,1,1,0,0,0,ENSMUSG00000039585
Rcan2,0.59215034,-0.945388515,-1.794597961,-0.424717352,4845.813692,6222.476039,4819.418785,4239.118713,3467.667453,4134.094771,0.035827584,1,1,1,1,0,1,ENSMUSG00000039601
Zer1,-0.347776195,-0.516033272,-0.572464143,-0.263787648,701.1752958,666.790666,695.7517402,532.3775848,604.7882622,579.1962764,0.368525213,1,1,1,0,0,0,ENSMUSG00000039686
Arhgap29,-0.405083744,-0.731209667,-0.547511657,-0.238516893,10752.65481,14318.83262,10768.09616,9939.788039,8627.292481,11813.3263,0.530153541,1,1,1,0,0,0,ENSMUSG00000039831
Nhsl1,-0.48450983,-0.440335652,0.659955041,0.098572634,1834.368194,2120.53888,2013.666094,2038.70762,2015.692437,2334.68162,0.882970114,1,1,1,0,0,0,ENSMUSG00000039835
Mcph1,1.836606367,1.012239596,1.936484992,0.5454306,155.0582365,194.2547333,192.6697127,250.0184452,312.4605136,226.9603387,0.100576407,1,1,1,0,0,0,ENSMUSG00000039842
Rere,-0.79650325,-0.372769548,-0.456143975,-0.082357478,2495.559919,2603.013426,2701.38993,2391.967513,2431.232708,2541.305011,0.898169141,1,1,1,0,0,0,ENSMUSG00000039852
Heca,-0.621419476,-0.697756044,-0.524645427,-0.011723588,1036.647204,1252.265397,916.5191193,1136.899796,913.2222229,1134.801693,0.99424285,1,1,1,0,0,0,ENSMUSG00000039879
Clstn1,-1.081264957,-0.543266459,-1.552255998,-0.392639664,6535.850949,7591.294276,7564.962191,5511.600651,4976.014211,6035.192661,0.024851471,1,1,1,1,0,1,ENSMUSG00000039953
Hip1,-1.568038918,-0.417195293,-0.571685818,-0.078722796,4811.681376,5663.203109,4880.966054,4688.156816,4545.173039,5307.943404,0.914494923,1,1,1,0,0,0,ENSMUSG00000039959
Slc7a5,-3.616331979,-1.023663901,-0.823644619,0.197555945,5583.071722,5440.939554,4488.936708,5199.388562,5337.598671,7252.969102,0.673713184,1,1,1,0,0,0,ENSMUSG00000040010
Gjb6,0.570700381,-1.489814938,-2.532579841,-0.241992697,416.4142577,474.3429535,351.8898224,477.6471789,289.9118168,289.5981382,0.763644259,1,1,1,0,0,0,ENSMUSG00000040055
Thbs1,3.327911807,2.427047179,2.030122676,0.843739069,655.3404712,1142.94064,520.475821,1491.403561,1645.24956,1027.422608,0.27188366,1,1,1,0,0,0,ENSMUSG00000040152
Fmo1,-1.540060153,-0.83591353,-1.520136867,-0.411673007,932.299837,1241.423272,845.6059612,793.5908858,632.1688227,847.6439888,0.164341738,1,1,1,0,0,0,ENSMUSG00000040181
Ankrd6,-1.689442973,-0.685650114,-1.511355589,-0.441254235,404.7117493,365.0181966,432.1688694,304.7488511,240.7878701,339.2202911,0.152894385,1,1,1,0,0,0,ENSMUSG00000040183
