Genes,EC-Log2fC,PC-Log2fC,AC-Log2fC,MC-Log2fC,M_Log2FC,S_Log2FC,GB_log2FC,Contra-Endo-1,Contra-Endo-2,Contra-Endo-3,Contra-Endo-4,Contra-Endo-5,Ipsi-Endo-1,Ipsi-Endo-2,Ipsi-Endo-3,Ipsi-Endo-4,Ipsi-Endo-5,Contra-Peri-1,Contra-Peri-2,Contra-Peri-3,Contra-Peri-4,Contra-Peri-5,Contra-Peri-6,Ipsi-Peri-1,Ipsi-Peri-2,Ipsi-Peri-3,Ipsi-Peri-4,Ipsi-Peri-5,Ipsi-Peri-6,Contra-Astro-1,Contra-Astro-2,Contra-Astro-3,Contra-Astro-4,Contra-Astro-5,Contra-Astro-6,Ipsi-Astro-1,Ipsi-Astro-2,Ipsi-Astro-3,Ipsi-Astro-4,Ipsi-Astro-5,Ipsi-Astro-6,Contra-MG-1,Contra-MG-2,Contra-MG-3,Contra-MG-4,Contra-MG-5,Contra-MG-6,Ipsi-MG-1,Ipsi-MG-2,Ipsi-MG-3,Ipsi-MG-4,Ipsi-MG-5,Ipsi-MG-6,MSG_Regulated,Control-EC-exp,EC-EXP,EC-Regulated,Control-PC-exp,PC-EXP,PC-Regulated,Control-AC-exp,AC-EXP,AC-Regulated,Control-MC-exp,MC-EXP,MC-Regulated,GeneID
Plk3,#N/A,4.483166731,#N/A,-2.087186869,2.247698049,0.775603122,1.025405734,1447.880247,818.1126603,549.2054325,990.8935328,433.7520264,900.6255242,2138.981019,1238.484371,556.8726008,1063.311901,133.6426557,75.32553243,57.64207124,59.15737236,79.77422967,26.35493658,709.921265,543.3171313,1656.12844,1139.42782,2705.221877,2889.006646,391.9383024,412.2508797,325.5772668,532.8435708,220.8771096,333.4168142,286.0512416,875.3640193,1190.597637,829.5795751,363.0585011,395.7413186,2321.297523,1451.136955,910.4355754,1124.319369,4241.114554,591.37684,272.2449356,524.7789677,369.0173842,596.3969958,470.0120156,271.7127017,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028680
Mrto4,1.538575513,1.920860768,#N/A,-0.719308543,1.012962184,1.46626449,1.096213857,159.929256,114.1273168,251.756487,228.3325467,124.0781037,732.8976938,439.6966041,519.4469571,533.8295966,328.1193907,263.6733477,132.0221697,224.4547319,175.4667824,171.8214177,143.5889648,690.4179336,989.7044457,603.1706833,595.4756213,608.8803728,713.3836328,332.1208394,403.8375964,238.0783764,264.7669917,302.365752,382.6461424,442.7224163,559.0043913,416.6570908,514.8222519,344.0863229,435.9061091,588.8929286,612.6057204,580.5977727,514.9480055,643.9569853,446.1690836,205.7914474,439.1839516,321.6568643,424.1850973,317.5756862,346.963989,1,1,1,1,1,1,1,1,1,0,1,1,1,ENSMUSG00000028741
Pink1,#N/A,-3.623907992,#N/A,1.599262025,-0.448881847,-0.712751843,-1.208970096,3861.960319,1176.112033,3231.621525,2861.12882,4249.935721,1212.015888,2209.301566,1545.546611,1059.018067,3003.317798,6089.770743,4260.347318,7248.92714,6831.172507,6546.600566,7377.564662,641.6596049,258.9046424,538.9153871,530.4378584,610.3745578,528.1403691,4022.947587,3783.874146,2623.949285,3951.647351,4228.831652,4153.911047,2296.496187,3133.905571,2729.103945,2953.544745,3387.396181,4049.55594,1812.377708,1752.008913,810.5477866,1291.750479,1808.388165,1287.40061,4869.325758,5130.606024,3044.886759,3713.432358,5712.551443,4077.710695,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028756
Sema3c,#N/A,#N/A,#N/A,3.1168584,-0.928199135,-0.980615153,-1.358148305,5339.176702,3005.753122,4214.457348,3697.767159,12195.10505,1792.500031,1526.960439,803.4795297,1659.0963,5227.352044,243.2055536,125.542554,167.6860254,2.005334656,136.0252891,262.6405749,2.600444194,112.2345248,60.10979318,81.93068832,0.747092482,33.10730672,81.24461393,116.7343052,20.34857918,44.12783195,83.63308035,329.6873196,0,33.78597969,104.1642727,87.0972319,75.88871281,206.7305395,34.27419161,94.49769092,0,0.973436683,30.00516419,0,64.30982732,102.917817,135.1748172,327.2026071,268.0338791,485.8505931,1,1,1,0,0,0,0,1,0,0,0,1,1,ENSMUSG00000028780
Ak2,#N/A,1.579696769,#N/A,-0.913506873,0.398015311,0.741994452,1.043890875,411.6522271,597.0660678,561.7484603,370.3867647,440.0080653,964.0703992,536.2907614,910.951314,648.0844923,481.9253552,549.0184774,470.5820897,485.5907819,532.4163513,362.0522731,321.7119845,1282.669099,2384.983651,1212.559621,1055.807839,1231.20841,967.9945869,555.3203282,567.89662,634.8756703,530.6371792,332.3878834,460.2196294,758.0863293,993.1030394,863.5218208,804.571459,535.5328484,457.1698217,917.0942786,943.8907288,1253.79985,976.3569933,1194.436344,1039.168357,484.4673658,549.2346865,886.0363932,742.3239203,392.5235481,304.0354023,1,1,1,0,1,1,1,1,0,0,1,1,1,ENSMUSG00000028792
Nipal3,#N/A,#N/A,#N/A,#N/A,-2.33112284,-0.701596195,-1.158540624,479.7877681,377.2208155,237.4215981,318.9683667,234.6014566,50.31834913,115.9129888,76.76556017,258.2736717,195.8462614,0,136.0719295,38.42804749,9.024005954,54.20556631,25.44614567,103.3676567,128.814625,66.32804764,39.69837475,83.67435798,26.80115306,106.2429567,178.7822693,77.32460087,186.44009,176.9161315,214.0729881,116.2399038,136.1677363,152.0798382,243.1823702,95.72326275,150.0273058,120.4789766,128.1692819,177.9251239,90.52961155,103.8640299,120.8712608,0,63.17727378,63.14735987,0,44.46059607,23.73698324,1,1,1,0,0,1,0,1,1,0,1,0,0,ENSMUSG00000028803
Csf3r,#N/A,4.851209974,#N/A,-4.072042133,1.385782421,2.161436496,1.784413257,226.1721432,122.536698,133.4936533,0,9.384058265,52.50610344,342.3296935,616.6833333,101.7732684,2.050746192,0,372.5779023,64.62898896,0,0,0,2426.214433,677.2333256,1397.034504,2184.255258,3338.009209,2603.653193,104.4573608,588.9298281,80.37688774,127.9707127,34.31100732,82.04888045,47.5067433,364.4790537,354.1585272,208.688417,32.77012599,34.2582037,5995.906308,7516.368059,7240.824194,7373.782876,8361.054406,6872.626321,4.287321821,821.3045591,895.9031681,856.5276004,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000028859
Fgr,#N/A,5.548662403,#N/A,#N/A,3.586067846,2.688483597,3.992420711,123.9688316,0,85.11340308,0,17.72544339,39.37957758,265.0543677,534.8000692,125.7763978,67.67462434,0,68.84591674,0,0,0,0,431.0236252,308.6449431,752.4087905,501.7198852,534.9182171,707.8657484,16.0703632,26.29151018,0,0,4.288875915,0,0,228.3113173,219.7866154,172.4697661,12.93557605,27.17029948,162.0234513,216.1498907,155.0341723,262.8279045,190.4173881,288.7930796,53.59152276,191.5697979,330.5369618,468.5976396,0,16.16135029,1,0,1,0,0,1,1,0,0,0,1,0,0,ENSMUSG00000028874
Fam76a,#N/A,-1.315174463,#N/A,1.240290043,-0.488816961,-0.341816742,-0.684784251,1211.298507,711.1933846,914.7451005,960.3910933,1462.870416,307.0148548,764.2529726,644.8307054,629.842114,1044.855185,982.4541175,626.9028183,1309.173709,1103.936728,1285.592394,1160.526001,410.2200716,289.5140582,391.7500314,696.8331738,428.0839922,380.7340272,416.9366451,537.3984682,566.70793,772.2370592,557.553869,706.3662707,439.690071,495.5277022,707.2754117,852.8629935,570.8900896,596.5652713,710.4105171,474.6608153,435.9685784,417.6043371,541.2470002,524.8570857,1838.189231,1252.336604,648.2471162,893.6891153,1397.333019,1305.534078,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000028878
Smpdl3b,#N/A,10.87054148,#N/A,-3.874312863,2.107199697,2.055165432,2.420981763,26.49715485,100.9125748,33.14943067,122.881256,11.46940455,15.31428017,53.31997483,212.3847165,59.52776077,69.72537053,0,0,0,0,0,0,316.6040807,501.2291845,205.2023974,202.7151051,390.7293681,370.4865275,234.8058622,106.2177011,34.5925846,113.6291673,143.6773432,66.38500327,200.1347909,176.0966214,60.41527817,56.05267399,159.5387713,109.8625153,434.1397604,724.482297,275.7319171,359.1981361,484.6988061,503.7654563,1.071830455,32.60762518,79.92087733,64.35286733,0,11.61597052,1,1,1,0,0,1,1,1,1,0,1,0,1,ENSMUSG00000028885
Yrdc,#N/A,#N/A,#N/A,#N/A,1.330874455,0.915997082,1.38072676,479.7877681,522.5829769,160.37157,189.9866228,177.2544339,884.5819926,712.4785043,426.0488589,450.2987065,558.8283374,551.4264532,40.49759808,343.2323333,40.10669313,60.34204552,42.71317309,202.8346472,701.4657798,439.4233156,297.3154875,765.0227015,752.7970932,283.9097498,171.4206464,335.7515564,290.1404951,205.8660439,425.1623805,285.0404598,227.2874997,456.2395145,218.1742542,322.5270295,379.2028754,778.9589003,309.5614013,249.7194721,181.0592231,604.7194629,98.1571984,508.0476358,234.3673059,130.2414297,287.3219569,322.6568972,416.15477,1,1,1,0,1,1,0,1,1,0,1,1,0,ENSMUSG00000028889
Sesn2,#N/A,1.541484906,#N/A,#N/A,0.849229438,0.610733493,1.089843795,277.2737989,45.65092671,327.9105845,154.2551938,155.3582979,73.6543951,449.7423964,450.357953,333.1634353,302.4850633,378.0521972,184.6690472,254.1491323,262.69884,255.6866336,273.5460659,607.8538304,173.4533565,646.6984645,834.5105161,1179.659029,1236.794387,555.3203282,419.6125025,489.3833292,669.6398499,459.9819419,592.9896359,783.3558736,707.4579384,797.8983289,576.9113677,604.5225873,806.8397629,510.9970386,386.6802065,416.1991202,1123.345933,684.3485525,1149.493803,242.2336829,358.6838769,443.0181966,957.1356042,386.1720344,210.602596,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028893
Rcc1,#N/A,#N/A,#N/A,#N/A,0.637890911,0.843174297,1.614307861,59.6185984,20.422783,162.1634311,67.10536677,115.7367186,0,102.7761834,273.7971646,100.8131432,164.0596954,0,136.0719295,255.8958617,64.170709,73.63775046,108.1461191,308.8027481,82.90050125,315.0582263,509.3217016,416.8776049,366.5451815,52.67507936,131.4575509,256.3920976,164.376174,162.9772848,98.45865653,224.3935535,281.5498308,290.6183209,366.498253,225.0790232,159.4778448,228.4946108,275.8898103,323.594816,407.8699703,250.4277165,252.2883364,153.2717551,117.183653,222.9891145,393.3682313,115.5975498,72.22103411,1,1,0,0,0,1,0,1,1,0,1,1,0,ENSMUSG00000028896
Ptpru,#N/A,-4.388337504,#N/A,4.911659078,1.331998645,-0.731776232,-0.779786594,257.4009328,245.073396,192.6250701,761.6894878,190.8091847,234.0897112,122.8677681,92.1186722,150.7396523,111.7656675,96.31903113,37.25779023,162.4458371,95.25339618,158.5257128,155.4032468,2.600444194,0,16.58201191,0,0,15.76538415,49.10388754,56.789662,5.087144794,150.0346286,250.899241,447.5393479,9.097035951,88.04831071,9.374784544,85.37253423,227.6661384,342.582037,7.270283069,0,0,35.0437206,1.154044777,0,230.4435479,177.3039619,332.5103168,309.9814173,85.1102839,175.7546844,1,1,1,0,1,0,1,0,0,0,0,1,1,ENSMUSG00000028909
Pgd,#N/A,2.494839204,#N/A,#N/A,0.737111846,1.120805214,0.777275745,673.7847947,174.1943256,558.1647381,516.798474,535.9339942,624.2392298,1754.149897,1754.09305,1059.978192,803.8925073,573.0982352,631.76253,1122.27366,322.8588797,726.1500393,725.2151515,4030.03839,1515.166084,4508.234488,5001.150573,3762.357739,4303.949873,1029.396042,750.8855309,562.6382142,715.9740734,788.0809494,1015.168421,968.3289379,1209.128546,1434.342035,914.9521093,1012.424419,1063.185632,3277.859052,2789.311153,2993.512172,3066.325552,3107.842583,2653.489223,1425.534506,1949.324593,3709.907392,3219.456123,1079.757333,924.2272197,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000028961
Tnfrsf9,#N/A,#N/A,#N/A,10.48147266,2.842079369,1.696853403,6.212764914,15.14123134,46.85226689,75.25816694,193.4726159,12.51207769,0,57.18374113,429.8871369,124.8162726,116.892533,67.42332179,83.42505204,44.5416005,110.2934061,17.38669108,23.62856383,45.5077734,70.14657798,37.3095268,10.98040153,74.7092482,93.01576649,0,2.103320815,2.034857918,0,5.361094894,20.88516957,1.010781772,18.4287162,9.374784544,14.65993012,21.55929341,12.99449106,0,2.172360711,0,0,0,0,637.7391209,337.2851229,463.738424,232.9392522,696.1259041,739.8868179,1,1,0,0,1,1,0,0,0,0,0,1,1,ENSMUSG00000028965
Abcb1b,#N/A,2.080914293,#N/A,#N/A,2.030123736,0.489256988,1.076848819,29.33613572,6.006700883,238.3175286,102.8367958,78.20048554,251.5917456,278.191173,371.0335408,413.8139499,277.876109,145.6825346,70.46582066,68.12244782,1.002667328,26.59140989,126.3219374,243.7916432,288.2386659,383.4590254,230.5884321,352.6276515,354.7211434,91.9581894,114.6309844,96.65575108,63.98535633,95.42748912,138.7371978,126.3477215,81.90540532,107.2892009,106.931255,104.3469801,125.2196411,248.2282362,423.6103386,186.2491063,315.3934854,186.9552538,550.0047977,269.0294443,144.6963367,186.4820471,290.0410922,88.92119213,177.269811,1,0,1,0,0,1,1,1,1,0,1,1,0,ENSMUSG00000028970
Dnajc2,#N/A,1.303096528,#N/A,-0.868137348,0.742927205,1.000357054,1.217542849,160.875583,828.9247219,239.2134592,156.8696886,309.6739227,568.8161206,402.6044477,415.8134509,509.8264673,294.2820786,214.3098443,273.763763,220.9612731,207.5521369,221.9359979,226.2889383,442.075513,1058.575631,623.8981982,429.0803058,375.7875184,444.5838331,174.0956013,230.3136292,148.544628,132.3834959,259.4769929,487.8178892,258.7601337,302.0261821,410.4072345,250.0811609,245.7759449,437.0874265,340.6646924,542.0039973,503.6009354,483.7980316,633.5705823,420.2101551,255.0956484,243.5382005,326.5902518,189.4330883,335.3599246,253.0261405,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029014
Atad3a,#N/A,1.654850142,#N/A,-1.143558962,0.626328852,1.075666512,0.826789042,310.3952425,61.26834901,396.001307,476.7095536,339.9114438,406.1930502,676.9318544,1166.836515,513.666968,626.5029617,199.8619896,474.6318495,354.5860746,612.6297375,384.5526969,577.991023,875.6995824,428.5318219,1602.236901,1668.176386,1675.728437,1951.754558,560.6771159,726.6973415,1295.187065,824.0872617,764.4921319,939.0867316,1288.74676,1053.508276,1031.2263,897.7051327,961.5444862,1184.861321,604.4721066,1210.004916,1005.120875,1178.831823,1492.179896,812.0277322,423.3730298,521.7220028,222.9891145,532.9505069,490.3368595,659.5851087,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029036
Cd38,#N/A,#N/A,#N/A,#N/A,0.864579263,0.958677112,0.843193904,630.2537546,301.5363844,969.3968646,1614.014796,612.0491335,872.1847182,1104.264406,1536.590629,1197.276092,1299.147713,1.203987889,183.0491433,166.8126607,0,22.50042375,55.43624592,180.7308715,192.5842414,530.6243812,289.7136711,162.8661611,163.171726,2156.99986,1344.022001,2009.422194,1248.817644,3712.022105,2781.457047,2168.126902,1485.559289,1797.875347,853.7253423,3529.687518,2718.211266,256.5371312,244.39058,88.44231304,144.0686291,40.39156718,102.213281,85.74643642,163.0381259,544.6459789,542.014291,0,253.0261405,1,1,1,0,0,1,0,1,1,0,1,0,0,ENSMUSG00000029084
Prom1,#N/A,#N/A,#N/A,#N/A,-1.089259642,-0.988849161,-1.222657968,8712.83231,3018.967864,7442.495152,6214.654162,15236.5826,3113.903634,3949.541904,2391.247199,3455.4905,7732.338518,104.7469464,454.3830505,222.7080025,94.25072885,203.5265603,346.2493393,30.55521928,0,0,210.3169216,33.61916169,3.941346038,557.9987221,466.9372209,456.8256025,414.8016204,684.0757085,621.3337946,307.2776588,395.1935806,132.2886263,156.9474872,552.7802831,555.2191633,63.35532389,69.51554274,15.60746701,81.7686814,185.801209,64.08610474,142.5534506,184.4368799,0,301.8240116,128.3005772,437.3665422,1,1,1,0,1,0,0,1,1,0,1,0,0,ENSMUSG00000029086
Emilin1,#N/A,-5.010395303,#N/A,5.360474596,1.499995237,0.765097659,0.859868381,244.1523554,10.81206159,585.0426549,1560.853401,82.3711781,135.6407672,1157.584381,1789.916978,1113.745202,265.5716319,3652.899256,3553.259256,3993.02348,6029.038644,3338.244688,4383.098591,81.26388107,10.20313862,111.9285804,87.84321222,233.0928544,248.3048004,13.39196933,179.8339297,32.55772668,60.67576893,180.1327884,97.71275762,90.97035951,262.097297,15.62464091,50.87858101,134.5299909,150.0273058,60.23948829,58.65373919,35.37692522,269.6419613,117.7125672,103.835714,3508.10108,6206.657654,4418.341836,3354.506507,5007.53342,4037.307319,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029163
Ppat,#N/A,#N/A,#N/A,#N/A,0.615649054,0.734333965,0.791773368,121.1298507,229.4559737,196.2087924,4.357491349,145.9742397,495.1617255,272.7819002,295.5474066,288.9976773,337.3477486,66.2193339,118.2529864,151.0920958,3.008001985,291.4827623,245.3735475,169.6789837,264.0062117,230.0754153,245.792065,373.546241,469.8084477,140.169279,159.8523819,118.0217592,158.860195,189.7827593,211.0893924,152.6280476,251.8591213,191.6622618,217.3119053,234.5651123,186.6481443,160.9848394,115.1351177,245.5574809,272.5622713,219.2685075,198.7480464,310.830832,198.7027159,64.13403737,337.1727697,149.8957239,332.8228075,1,0,1,0,0,1,0,1,1,0,1,1,0,ENSMUSG00000029246
Sparcl1,#N/A,-7.16856295,#N/A,5.073961183,-0.368411821,-0.831187763,-1.128712063,13730.25785,10612.63912,13183.61817,10905.05785,16782.86687,9495.582956,6018.202377,3375.125795,5730.987162,9825.125007,74119.90243,69393.44426,85130.3523,98749.69715,66501.02515,88989.71536,767.7811484,414.5025063,443.5688186,608.9899616,277.1713108,841.0832445,65234.0682,41890.78901,45746.65827,30449.30724,58925.93842,52995.37188,51573.11837,30050.06939,20919.31089,18875.95355,41404.19181,31436.0365,1063.538552,1129.62757,809.5072888,1330.687946,885.1523436,653.0292952,37524.78424,37014.74952,23070.49326,22387.5468,37985.86298,39769.54777,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029309
Plac8,#N/A,3.334016744,#N/A,2.884336158,5.250485463,3.695774443,6.970339242,11.35592351,0,2.687791676,0,0,96.99044107,78.0480791,168.8842324,23.04300417,0,0,1.619903923,24.45421204,0,10.22746534,0,39.65677396,121.1622711,95.34656849,44.76625238,37.3546241,30.74249909,0,13.6715853,6.104573753,0,0,0,3.032345317,19.45253376,123.9554845,8.623488307,7.761345629,5.906586844,23.88807294,14.12034462,8.323982404,2.92031005,15.00258209,16.22433031,147.9126028,58.08233234,208.1889521,167.6800064,11.4327247,1.010084393,1,0,0,0,0,1,1,0,0,0,0,0,1,ENSMUSG00000029322
Abcb9,#N/A,-2.301381033,#N/A,1.589769489,-0.67844158,-0.528041067,-1.691648339,174.1241604,13.21474194,289.3855705,360.8002837,190.8091847,35.00406896,98.13966383,94.67752421,183.3839082,163.0343223,311.8328633,310.2116013,186.9000492,308.8215371,375.3479781,260.8229931,29.90510823,20.40627723,118.1468349,67.57170171,43.33136395,80.40345917,2315.025098,1190.479581,1285.012775,1775.04204,1807.761198,1112.135279,1905.323641,928.6025328,611.4442808,667.4579949,1707.496038,1091.537249,61.27810016,124.9107409,55.14638343,54.51245426,85.39931346,97.34598189,359.0632025,332.1901815,137.1481722,116.0164369,214.6811639,281.3085035,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029408
Sdad1,#N/A,1.369179432,#N/A,-1.053312288,1.078369855,0.668752824,0.979477171,176.0168143,166.9862846,183.6657645,8.714982698,109.4806798,255.2380028,276.6456665,290.4297026,134.4175243,196.8716344,115.5828374,213.0173659,436.6823578,103.2747348,173.8669108,177.2142288,439.4750688,499.9537922,487.0965999,620.8150094,496.069408,610.1203666,154.4540463,146.1807966,296.071827,263.6637959,177.9883505,312.5316446,246.6307525,240.5971281,239.5778272,434.6238106,257.8491492,365.027067,271.0776973,351.9224351,450.5355476,455.5683678,476.6204927,349.6343183,200.4322951,226.2153997,276.2696994,88.82508448,198.1672282,146.462237,1,0,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029415
Ran,#N/A,1.384179565,#N/A,0.524237183,1.091077183,1.094799641,0.840294129,1558.600501,3921.174337,1526.665672,1964.3571,1223.055594,2999.411159,2704.636405,4428.093396,3149.21057,1936.929778,1444.785467,1941.454852,1696.074278,1555.137026,1293.774366,1466.78854,3466.392111,7429.160304,4311.323097,3212.18977,2903.948477,3214.561828,1158.851746,1232.545997,1018.446388,1394.43949,1244.846234,2325.712811,1277.62816,2475.590876,2515.567186,2312.819564,1822.191479,2848.156176,1996.212008,2241.876254,2002.958266,1597.409597,1814.158389,1801.711881,2724.593017,2981.559727,3405.024045,3116.128984,2276.382519,1970.674651,1,1,1,0,1,1,1,1,0,0,1,1,1,ENSMUSG00000029430
Mmp17,#N/A,-7.015023778,1.910617873,6.674934225,0.679038739,-0.630060562,-1.060660793,0,4.805360707,34.04536123,0,39.62157934,25.52380028,0,1.279426003,13.44175243,1.025373096,1476.089152,647.9615693,2758.959137,1687.489113,1560.711211,1660.361005,0,0,0,0,56.77902863,18.13019177,37.49751412,8.413283259,21.36600813,34.19906976,34.31100732,14.17207935,80.86254179,77.81013505,91.66455998,34.49395323,191.4465255,86.23616792,0,0,0,10.70780352,0,38.93839275,1587.380904,1292.077148,672.9140536,526.605858,594.5016845,448.9825127,1,0,0,0,1,0,1,0,1,1,0,1,1,ENSMUSG00000029436
Pus1,#N/A,1.862368663,#N/A,-1.035877578,0.876020565,1.111739083,1.030236386,40.69205923,0,86.00933364,193.4726159,69.85910041,222.4216882,136.0045735,92.1186722,222.7490403,90.23283246,4.815951556,21.86870296,139.7383545,71.1893803,26.59140989,29.08130933,150.1756522,146.6701176,126.4378408,168.084608,214.4155423,261.7053769,159.810834,124.0959281,118.0217592,148.9314328,65.40535771,137.9912989,112.1967767,141.2868242,108.3308436,150.0486965,131.080504,139.3954495,247.1896244,187.9092015,211.2210535,223.8904372,243.5034478,167.1106022,64.30982732,111.0697233,142.0815597,113.2973016,92.73210037,99.99835492,1,0,1,0,0,1,1,1,1,0,1,1,1,ENSMUSG00000029507
Cabp1,#N/A,-9.346890914,#N/A,8.075746198,1.129929994,-0.530311935,-1.238116701,12.30225046,0,2.687791676,0.87149827,1.042673141,10.93877155,3.863766292,7.676556017,0.960125174,6.152238576,172.1702681,58.31654123,123.1444249,140.3734259,120.684091,86.33513709,0,0,0,0,0,0,0.892797955,1.051660407,0,0,3.216656936,0.745898913,5.053908862,2.047635133,0,0,1.724743473,10.63185632,1.038611867,0,0,0,0,0,132.9069765,65.21525035,61.17400487,22.65946033,64.78543998,73.7361607,1,0,0,0,1,0,1,0,0,0,0,1,1,ENSMUSG00000029544
Tmem106b,#N/A,-1.145191769,#N/A,0.86423506,-0.289904721,-0.44249438,-0.990040965,925.5077657,743.6295694,971.1887257,1313.347893,1157.367186,654.1385387,428.8780584,585.9771093,767.1400139,667.5178855,1822.837664,1087.765484,1011.356341,1473.920972,1376.616835,1982.98178,667.0139358,834.1065818,619.7526952,662.2026767,565.5490088,610.1203666,1149.030968,1609.040423,1826.284981,1369.065986,1969.666264,1514.920693,1277.62816,929.6263503,1627.04594,1648.810964,2003.289544,1514.448867,754.0322155,619.1228026,742.9154295,922.8179758,466.2340897,874.491404,1617.392157,893.6527275,1278.734037,1163.789882,1308.411827,1711.588004,1,1,1,0,1,1,1,1,1,0,1,1,1,ENSMUSG00000029571
Rpl6,#N/A,1.011888232,#N/A,#N/A,0.32529893,0.76096855,0.700592838,944.4343049,3044.196008,949.6863923,1415.31319,838.309205,1979.188399,1564.825348,1934.492116,1492.994645,910.5313093,1008.941851,1296.733091,1081.225518,1357.611562,925.5856135,675.2316511,2374.205549,3882.294243,1815.730304,1668.176386,1440.394305,1616.740145,936.5450551,705.6641333,511.7667663,747.9667516,507.159577,840.6280751,709.5688042,1272.605235,1092.683221,1145.199247,622.6323938,858.8177271,1375.122112,1618.40873,1433.805969,1355.023863,1282.143747,1241.972486,900.3375824,1629.36227,1898.367506,1825.446124,1116.596113,960.5902578,1,1,1,0,1,1,1,1,1,0,1,1,0,ENSMUSG00000029614
