Genes,DT_GBLog2FC,DT_GB-Padj,M_Log2FC,S_Log2FC,GB_log2FC,SHAM-1 DTGB,SHAM-2 DTGB,SHAM-3 GTGB,Double_Therapy-GB-1 Counts,Double_Therapy-GB-2 Counts,Double_Therapy-GB-3 Counts,H1,H2,H3,H4,M1,M2,M3,M4,S-SHAM-1,S-SHAM-2,S-SHAM-3,STROKE-1,STROKE-2,STROKE-3,GB-SHAM-1,GB-SHAM-2,GB-SHAM-3,GB-1,GB-2,GB-3,rMSG,M_Control_Exp,Meningitis_Exp,M_UP,M_DOWN,S_Control_Exp,Stroke_Exp,S_UP,S_DOWN,GB_Control_Exp,Glioblastoma_Exp,GB_UP,GB_DOWN,GB-Control_Exp,DT-GB_Exp,Regulated_DT-GB,UP-DT_GB,DOWN-DT_GB,GeneID
Extl3,-0.278993683,0.201310757,-0.67895409,-0.712357314,-0.84263548,3809.300172,4304.966256,3563.037524,3153.649075,3525.517881,2949.663977,5480.474486,6345.120989,6112.005496,6710.743437,3642.928758,4212.319499,3984.483262,3553.947694,7745.655513,6348.264179,7252.704968,4141.289251,3979.757863,4905.596026,3529.525635,4034.009481,3297.549512,1815.650263,2110.911126,2128.89772,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000021978
Cdadc1,-0.271203982,0.390431265,-0.445653297,-0.368460151,-0.555698053,455.9002865,499.9862383,518.629793,425.8091578,431.0417617,365.4376258,875.7937366,1007.923909,870.6560536,926.8781039,742.2305605,708.170577,618.475765,632.0131539,747.7939249,727.304256,740.5636066,593.9419342,544.0851091,578.8808059,422.4166318,468.5168492,479.9858012,298.8940506,324.1373683,308.6213685,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000021982
Amer2,-0.680615226,0.004496187,1.113554339,-1.103339422,-1.990469886,1085.871592,900.8226633,1238.101516,518.954911,689.9043074,800.9244962,360.2117222,150.0977596,261.9223628,106.736947,643.4233227,385.3916097,333.6020793,541.9094456,349.2388855,241.5531711,289.1026244,122.2821629,168.2934608,118.1959202,1006.119614,844.1244249,1145.848457,182.2204957,300.0279773,268.3236739,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000021986
Epsti1,3.175840121,6.92E-22,4.347083927,1.020183733,3.84781874,57.10266215,55.93066395,30.50763488,528.4595797,249.3630027,532.5430528,55.65503004,82.03017095,56.59264348,70.24568307,1175.100364,1159.413414,1588.045853,1440.372137,28.18065935,32.61849391,31.4241983,53.57123328,74.58460195,58.63262182,52.90874985,52.4103594,28.2344589,680.3772467,650.0606174,626.0885724,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022014
Akap11,-0.674083897,9.40E-07,0.470509677,-0.592759504,-1.208883427,6731.667059,6754.898823,7609.1126,4332.227993,4570.467606,4317.734165,1354.272398,1315.973381,1662.953062,1820.91407,1940.856458,1894.572199,2360.203475,2332.398849,1758.271853,1429.042665,1683.289556,1056.284969,1067.133536,1104.713049,6237.258913,6329.742042,7042.144623,2745.105885,2816.334048,2920.108553,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022016
Dpysl2,-0.754596344,1.57E-07,-0.401384733,-0.519513542,-1.402114576,5936.834842,5587.981789,6580.751074,3497.718082,3386.587065,3843.424821,2087.063626,1675.509875,2068.533674,2027.089711,1523.27825,1374.23955,1603.039205,1450.669704,1363.742622,1323.252956,1283.154764,865.2918766,1005.935913,897.1721815,5500.80325,5236.271362,6090.408071,2083.081782,1881.425441,2402.135747,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022048
Tnfrsf10b,0.072713038,0.943573054,2.235373114,1.444375759,0.903096436,77.36489711,87.28573313,85.16714738,92.19528639,62.9344721,106.3398172,108.9911005,125.6632406,113.9108337,116.7720446,577.5518308,415.6184027,557.2529115,641.0235247,119.7678022,153.3950795,183.3078234,435.5574184,551.7348119,255.0053711,71.68282237,81.79192452,78.82119775,127.1610654,137.5128229,169.0537433,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022074
Ppp3cc,0.118551881,0.791291578,-0.378827479,-0.390616817,-0.658800862,420.9018807,428.801757,470.3260378,446.7194289,530.7869628,455.7420737,877.3397096,1072.500852,1048.414998,1084.70282,752.8170503,799.9304841,785.9015277,800.635808,800.1294352,816.3439286,761.5130722,606.7524465,576.5963458,630.998692,389.9886884,401.8127554,435.2812413,239.9018037,292.884454,242.7690383,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022092
Gfra2,-0.586252372,0.005799956,0.492524146,-1.127767536,-2.198426653,608.7880594,734.7255401,613.966152,460.976432,412.0426758,431.2670364,382.6283315,398.8062566,487.56739,421.4740984,572.8467242,553.7980274,692.1930784,561.2173831,361.316311,483.9879231,350.9035477,168.865844,123.3514571,255.0053711,564.0755427,688.4815394,568.2184853,115.362616,121.4398956,159.2250372,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022103
Uchl3,0.347901789,0.625340406,3.044889968,2.024468993,1.038895587,73.68085439,72.87935,53.38836104,82.69061769,80.74611515,91.99238154,190.154686,228.637285,223.4683871,319.2985594,1844.401773,1594.463327,2115.312061,2372.30192,105.6774726,158.684565,124.6493199,606.7524465,587.1146871,392.7454986,68.26935464,68.29228649,49.41030307,140.2704536,119.6540147,124.8245662,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022111
Acod1,7.3827716,1.33E-09,13.24113492,4.999903193,7.174750655,1.84202136,0,0,102.650422,81.93355802,141.7864229,0,0.872661393,0,0,1809.113474,1967.980125,2570.110401,3255.318261,1.00645212,0,1.047473277,34.93776083,16.25561837,12.09879498,1.706733866,0,0,121.9173101,42.86113961,99.26993063,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000022126
Fyb1,2.205580787,2.73E-12,1.204054041,1.35762105,2.61657873,106.8372389,93.21777325,104.2344192,570.280122,242.2383454,587.400895,29.37348808,48.86903801,39.17952241,25.54388475,56.46127877,71.24886903,117.4479231,84.95492497,30.19356359,67.00014965,56.56355694,143.2448194,96.5774974,155.4229817,98.99056423,87.350599,96.46773456,433.9207488,593.8053717,702.7524792,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022148
Psme1,0.640288846,0.000105508,2.151820321,0.757770808,0.504903988,2695.79826,3369.398786,2767.296714,4676.297,4171.486802,4920.326462,2702.360903,3142.453676,2371.086653,3174.739962,13758.90787,11206.58348,11416.18801,14229.94993,1354.684553,1551.582413,1485.317106,2449.137034,2696.520224,2281.088192,2497.805013,3157.327106,2561.100709,4027.20405,4003.051851,3631.706868,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022216
Ripk3,1.046349074,0.015406677,2.423409308,1.31527602,1.330249624,63.54973691,45.76145232,49.57490668,112.1550907,125.8689442,91.14841474,79.61761242,93.37476906,93.59552576,98.52641262,489.3310827,399.4254779,477.2883682,592.1100831,89.57423865,74.93437789,103.6998544,235.2475896,241.9218499,188.927337,58.88231838,42.88120315,45.8809957,111.4297996,124.1187168,135.6361428,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022221
Zscan26,-0.315050001,0.241794884,-0.323856764,-0.446548621,-0.617026552,737.7295546,642.3552011,640.6603325,599.744595,504.6632197,519.8835507,602.9294921,569.8478897,698.701483,676.0006644,489.3310827,517.0940646,479.7872601,549.6326206,942.0391841,729.9489988,807.6018964,538.0415168,652.1371606,627.2759858,683.5469133,601.9250368,592.9236368,334.2893987,471.4725357,416.7371345,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022228
Sema5a,-0.7036571,9.59E-05,0.941289646,-0.957280628,-1.754246378,985.4814275,1093.19025,910.1444406,647.2679385,568.7851346,619.4716335,458.3810113,472.982475,555.7687809,560.1409014,1178.629194,968.3369018,827.1332454,956.3865038,931.9746629,666.4751728,677.71521,378.492409,291.6449179,501.6346534,913.1026183,1024.384297,842.3280237,225.4814767,268.775063,328.2787805,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022231
Cmbl,-0.902343021,3.08E-05,-0.619018594,-1.220801727,-1.455463086,1012.190737,1580.464974,1065.224918,686.2370801,605.5958636,665.8898077,544.9555025,718.2003265,496.9994973,512.7022583,337.591396,416.697931,433.5577585,290.9062582,371.3808322,689.3962766,416.8943641,215.4495251,100.4023488,318.2913756,937.8502594,1480.989701,985.8531898,363.1300527,470.5795953,406.9084285,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022235
Tars1,0.45790525,0.131088896,0.885430522,0.753827605,1.319920734,260.6460224,343.2108924,378.8031331,452.4222301,398.9808043,494.5645466,882.7506153,1063.774238,917.0910431,1015.369419,1779.706558,1660.314554,1826.690037,1897.326658,752.8261855,809.2912813,875.6876593,1501.159124,1375.990285,1235.007764,241.502842,321.6090236,350.5778646,1006.801012,656.3112002,618.2256076,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022241
Brix1,-0.019927453,0.98034307,0.852960925,0.639746427,0.596578425,299.328471,311.0083889,245.3322305,337.4157389,292.110946,216.8994684,520.9929201,619.5895891,591.3205697,644.98309,1068.05919,913.2809575,1150.739757,1161.050641,434.7873157,441.6720391,429.4640435,698.7552167,719.0720598,617.9692205,277.3442532,291.4333621,227.0521069,500.7786286,354.4973422,352.8505455,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022247
Ank,-0.565042571,0.002362391,-0.835682044,-0.358193521,-1.002004356,917.3266371,932.1777325,1067.767221,684.3361464,626.9698353,658.2941064,1839.707937,1826.480296,1538.159028,2131.089814,1037.475997,1142.140961,1022.04682,906.1858663,1239.949011,1131.949897,1189.929642,861.7981005,951.4317813,963.2502157,849.9534653,873.50599,988.2060613,485.0473628,412.5384687,457.0348291,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022265
Pabpc1,0.371224107,0.063705485,0.371674977,0.436437467,0.763631107,4640.051805,6034.579667,4956.219517,6176.133721,7242.214063,6803.2164,3900.490022,4355.453013,4472.269929,4956.425924,5616.720961,5264.85961,5476.321774,6523.508481,3903.02132,3866.613899,4734.579211,5817.137179,5758.313756,5344.875351,4299.262608,5654.760141,4586.923135,8519.79138,8785.640679,7384.30682,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022283
Rrm2b,-0.188433288,0.638532986,-0.526881094,-0.599721079,-0.695962681,675.1008283,899.975229,702.9467537,603.5464625,790.8369513,608.5000651,780.7163936,836.0096145,909.835576,994.3869422,555.2025746,594.8201035,672.2019426,621.7155872,730.6842389,588.0144712,541.5436841,412.2655778,381.5289254,433.6952662,625.5179619,843.3303285,650.5689904,429.9879324,393.7867201,485.5380765,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022292
Fzd6,-0.12819008,0.745208414,-2.701105137,-0.566445443,-0.535449442,2709.61342,3416.007672,2922.377191,2448.402657,3350.963779,2483.794302,5362.207547,6867.845163,4682.678475,5769.268828,830.4513086,1073.051149,740.921472,841.8260747,3889.937443,3335.902188,3453.519393,2310.550583,2314.035086,2585.419419,2510.605517,3201.002405,2704.625875,1516.756213,2384.150891,1902.837482,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022297
Slc25a32,-0.342943639,0.134040891,-1.278965741,-0.486846038,-0.802049759,1059.162282,1090.647947,1057.598009,895.3397915,904.8314668,730.8752515,1181.123415,1291.538862,1105.007641,1413.124196,528.1482119,489.0263283,547.2573436,491.7088081,1126.219922,822.514995,1007.669292,676.6279681,701.8602286,729.6504049,981.371973,1022.002008,978.794575,519.131772,610.7712394,578.9107836,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022299
Dcaf13,0.371545494,0.113694669,0.687925975,0.700943921,0.760711938,569.1846002,557.6117709,523.7143988,672.930544,782.5248512,682.7691437,594.4266403,764.4513803,621.7935316,759.9305714,1096.28983,1008.27945,1033.291834,1275.61107,530.4002671,509.5537697,555.1608367,864.1272846,931.3513115,796.6591156,527.3807646,522.5154013,484.6915444,903.2368458,892.9404085,805.9538922,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022300
Oxr1,-0.337748919,0.099068182,-0.632282968,-0.571136344,-0.662483896,1708.474811,1624.531557,1934.692512,1389.582564,1471.241716,1306.460611,1733.035796,1777.611258,2008.313297,2399.300604,1290.375475,1310.547379,1313.167735,1193.230537,1532.826578,1332.068765,1565.972549,906.0525976,1016.454255,1057.248546,1582.995661,1522.282712,1790.535268,1077.591709,1001.879138,1013.339589,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022307
Sybu,-0.742667417,0.011162984,-1.004331869,-0.99603881,-1.583056463,245.9098515,220.3329186,297.4494401,147.3223649,154.3675731,153.6019582,266.6803523,215.5473641,312.7106326,323.8599674,101.1597911,139.2591531,171.1741006,146.7403249,254.6323863,194.8293825,365.5681736,92.00277019,159.6875452,155.4229817,227.8489711,206.4650522,275.2859742,89.14383964,70.54229227,77.64677742,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022340
Myc,2.294445767,0.007271451,4.243256276,2.201918933,4.865421853,2.76303204,11.86408023,7.626908721,50.37474411,29.68607175,29.53883811,34.01140725,35.77911711,82.71232509,48.35092471,1071.58802,582.945292,923.3405866,1240.856783,160.025887,205.4083535,266.0582123,1084.235178,1120.681455,699.8687557,2.560100799,11.11734896,7.058614724,279.2299683,182.1598433,149.3963312,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000022346
Mtss1,-0.098445283,0.813884534,-2.725591117,-0.678837058,-0.756419461,1449.67081,1919.438695,1649.954587,1446.610576,1759.790333,1484.537607,1700.570362,1826.480296,1208.760821,1098.387044,239.9604348,223.4623619,213.6552643,204.6641374,1383.871665,1217.463246,1021.286445,701.0844007,677.9549075,883.2120335,1343.199553,1798.628243,1527.013652,800.9836179,1013.487364,947.4872587,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022353
Fbxo32,-0.285568138,0.252834266,0.852866892,-0.775904582,-1.247638229,1393.489159,1658.42893,1508.856775,1171.925651,1143.507484,1424.615964,866.5178982,649.2600764,685.6416422,535.5092982,1188.039408,1078.44879,1037.040172,1642.461883,825.2907382,638.2645835,848.4533541,464.6722191,382.4851382,502.5653299,1291.14417,1554.046566,1396.42928,453.5848311,558.9806957,771.5534212,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022358
Zhx1,-0.112995495,0.723612083,-0.487273747,-0.548302371,-0.644307176,3292.613181,3702.440467,3505.835709,2866.60808,3444.771765,3399.498283,1862.124547,1839.570217,1971.310415,1964.142281,1390.35899,1331.058417,1330.659979,1396.607479,1732.104098,1555.108737,1627.773472,999.2199598,1179.966651,1179.167172,3050.786785,3469.406973,3244.609901,1810.406508,2414.510865,2019.799084,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022361
Sla,2.071379924,1.92E-17,2.164257625,1.720558364,2.395411233,125.2574525,131.3523169,115.6747823,659.6240078,387.1063756,519.0395839,68.02281449,86.39347791,52.96490993,101.2632574,321.123523,390.7892513,296.1186996,368.1380082,60.38712718,89.92125347,169.6906708,456.5200749,269.6520224,327.598141,116.0579029,123.084935,107.0556566,479.8036075,670.5982468,672.2834906,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022372
Cyrib,0.645265245,0.000307211,0.73124757,0.680520478,0.904860624,834.435676,794.0459412,877.0945029,1431.403106,1138.757712,1344.439117,575.1019771,651.8780606,760.3729535,781.8253298,1002.187698,1050.381054,1308.169951,1236.995195,449.8840975,491.9221514,549.9234703,828.0249317,811.8247058,751.0559652,773.1504413,744.0682842,811.7406932,1501.024947,1299.228294,1559.815643,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022378
Zc3h7b,-0.244566488,0.276095682,-0.437551444,-0.32637848,-0.58248415,2224.240792,2244.006032,2225.786195,1688.029161,2031.71475,1931.840012,3043.247962,3138.963031,3032.785253,2393.826914,2391.370411,2273.486639,1966.627988,1939.80412,2945.885354,2781.387791,2804.085962,2395.565801,2015.696678,2393.700053,2060.881143,2102.767147,2059.939064,1223.105917,1506.390469,1424.1795,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,ENSMUSG00000022390
Xrcc6,0.237720356,0.70982056,-0.741199722,0.842392375,1.081239712,136.3095806,95.76007616,143.6401142,162.5298348,141.3057015,137.5665889,235.7608911,283.6149527,289.4931378,280.0704507,137.624367,151.1339646,198.6619124,164.7610666,200.2839718,243.3163329,187.4977165,347.0484243,390.134841,395.5375282,126.2983061,89.73288807,132.937244,318.5581328,183.9457242,235.8889441,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022471
Vdr,3.706254265,5.24E-07,5.911459273,2.41687846,3.871264154,8.289096119,3.389737209,1.271151453,67.48314777,35.62328609,71.73717827,0,1.745322786,1.451093423,0,37.64085252,30.22679292,56.22506955,72.08296664,6.038712718,0,13.6171526,46.58368111,29.64259821,26.98961957,7.680302397,3.176385418,1.176435787,52.43755273,70.54229227,59.95510662,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000022479
Nckap1l,1.358366203,9.58E-06,0.493185821,0.963958326,1.738959876,133.5465486,200.8419296,138.5555084,523.7072454,264.79976,425.3592688,225.7120663,350.80988,219.1151068,244.4914684,371.7034186,333.5742504,353.5932152,404.1794915,139.8968446,293.5664452,232.5390674,422.7469061,388.2224153,489.5358584,123.7382053,188.200836,128.2315008,424.7441771,475.9372377,572.0306894,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022488
Nubp1,0.504652985,0.415473023,0.506762737,0.925097844,1.241179134,71.83883303,99.14981337,64.82872412,97.89808761,86.6833295,150.226091,162.3271709,175.40494,134.9516883,137.7545213,219.9637319,220.223777,191.1652365,235.5568374,126.8129671,128.7108138,161.3108846,282.9958627,279.2141509,228.9464281,66.56262077,92.90927348,59.99822515,154.6907806,213.4127576,152.344943,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022503
Mefv,5.249127178,5.49E-05,3.938557792,3.574500823,5.789622267,0,2.542302907,0,48.47381037,13.06187157,46.41817417,1.545973057,0,5.804373691,0,21.17297954,32.38584956,34.98448772,32.17989582,1.00645212,3.526323666,8.379786214,68.71092964,30.59881106,53.0485626,0,2.382289064,0,52.43755273,30.35997389,65.85233022,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000022534
Lsg1,0.468598183,0.093458675,0.537538784,0.449897853,1.124517941,251.4359156,251.6879878,296.1782886,337.4157389,376.4193897,389.912663,367.9415875,426.7314212,384.539757,401.4039033,615.1926833,496.5830265,559.7518035,623.0027831,391.5098746,407.2903834,454.6034021,571.8146856,616.7572854,523.0402137,232.9691727,235.8466173,274.1095384,660.7131644,529.5136622,429.5144523,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022538
Sharpin,0.290024153,0.526798338,-0.437913891,0.349387417,0.788675826,200.7803282,173.724032,148.72472,214.8055126,200.677845,225.3391364,708.0556599,780.1592854,632.6767323,668.7024116,546.9686381,559.195669,469.7916922,481.4112415,535.4325277,546.5801682,478.6952875,683.6155203,658.8306506,647.7508697,186.0339914,162.7897527,137.6429871,291.0284177,257.1668376,294.8611801,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022552
Bop1,0.123879783,0.882118432,0.943419843,1.125938094,1.011940339,117.889367,118.6408023,101.6921163,130.2139612,144.8680301,95.36824875,438.2833615,548.0313548,498.4505907,603.0181365,1004.540252,992.0865248,955.8261823,1059.36217,389.4969703,435.5009727,356.1409141,929.3444382,854.8542839,797.5897921,109.2309674,111.1734896,94.11486298,239.9018037,217.8774597,178.8824493,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022557
Gpaa1,0.168172982,0.845005256,-0.440403561,0.593639233,0.807276261,104.0742068,107.6241564,77.54023866,94.09622013,135.3684872,97.90014916,674.8172392,884.0059912,770.5306074,783.649893,605.7824702,647.7169912,567.2484794,471.1136748,611.9228888,645.3172308,565.6355694,988.7386316,894.0590106,871.1132385,96.43046343,100.850237,71.76258303,187.464251,150.906929,135.6361428,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022561
Gsdmd,1.004043729,0.000145434,1.913411684,0.429574077,1.106258137,173.1500078,182.198375,138.5555084,394.4437511,287.3611745,311.4237504,512.4900683,701.61976,469.4287222,529.123327,2274.919024,1932.35569,1899.157905,2224.274399,501.2131556,444.3167819,478.6952875,662.6528638,658.8306506,596.5636601,160.4329834,170.7307162,128.2315008,360.508175,283.9550499,348.9190631,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,ENSMUSG00000022575
Ly6c2,4.758776982,5.67E-06,3.370815337,0.820039404,4.752346927,0,1.694868605,3.81345436,84.59155143,28.49862888,24.47503729,47.92516475,79.41218677,48.61162966,52.9123327,444.6325703,511.696423,575.9946014,830.2413122,73.47100474,73.17121606,77.51302248,157.2199237,118.5703928,120.9879498,0,1.588192709,3.529307362,48.50473628,30.35997389,48.16065941,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,ENSMUSG00000022584
Lynx1,-0.864253117,0.000325141,-0.811136373,-0.468228179,-1.768767222,1389.805116,1234.711778,1979.182813,684.3361464,803.8988229,1037.235201,2168.227212,1816.88102,2121.498584,1512.56289,1156.279938,1197.196905,1020.797374,967.9712663,1401.987803,1354.108288,1256.967932,825.6957477,989.6802951,1083.307489,1287.730702,1156.998389,1831.710521,288.40654,501.8325096,460.9663115,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022594
Mapk12,0.168898219,0.860363569,-0.451701179,0.599877923,1.377567333,127.0994738,141.5215285,73.7267843,133.0653618,167.4294446,87.77254753,661.6764682,948.5829342,760.3729535,735.2989682,583.433214,707.0910487,464.7939083,513.5911373,668.2842075,636.5014216,697.6172023,1067.930889,1139.805712,827.3714413,117.7646368,132.6140912,68.23327566,262.1877636,301.8138581,269.3065445,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,ENSMUSG00000022610
Alcam,-0.790845823,0.000109426,0.712025898,-0.603306565,-1.378458403,1889.913915,2072.824303,1756.731309,1331.604085,840.7095518,1131.759483,424.369604,329.8660066,465.075442,427.8600696,616.3689599,592.6610469,759.6631619,732.4144289,488.1292781,588.0144712,479.7427607,343.5546482,266.7833839,414.1510589,1751.108947,1942.359683,1625.834258,685.6210019,552.7301129,808.902504,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,ENSMUSG00000022636
Retnlg,2.305430323,0.174395188,1.639865359,2.780482129,4.554249854,4.605053399,1.694868605,1.271151453,7.60373496,8.312100089,21.94313688,28.60050155,45.37839244,26.11968161,40.14039033,52.93244885,169.485946,124.944599,87.52931663,28.18065935,143.6976894,62.8483966,657.9944957,698.9915901,257.7974007,4.266834665,1.588192709,1.176435787,27.52971518,100.0093258,41.28056521,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,ENSMUSG00000022651
